total_traffic_ops,north_light,south_light,east_light,west_light,north_queue_size,north_current_wait_time,south_queue_size,south_current_wait_time,east_queue_size,east_current_wait_time,west_queue_size,west_current_wait_time
3448,1,1,0,0,1,1.0,0,1.0,4,10.5,4,10.666666666666666
3449,1,1,0,0,1,1.0,1,0.0,5,11.5,5,9.0
3450,1,1,0,0,0,1.0,1,1.0,5,10.2,6,8.2
3451,1,1,0,0,0,0.0,1,1.0,5,11.2,6,7.833333333333333
3452,0,0,1,1,0,0.0,0,1.0,6,12.2,6,8.833333333333334
3453,0,0,1,1,0,0.0,0,0.0,5,11.166666666666666,5,9.833333333333334
3454,0,0,1,1,0,0.0,0,0.0,4,9.2,4,8.4
3455,0,0,1,1,0,0.0,1,0.0,3,7.0,3,6.5
3456,0,0,1,1,0,0.0,2,1.0,2,6.666666666666667,2,7.0
3457,0,0,1,1,0,0.0,2,1.5,1,6.5,1,7.5
3458,0,0,1,1,0,0.0,3,2.5,1,6.0,0,8.0
3459,0,0,1,1,0,0.0,3,2.6666666666666665,0,1.0,0,0.0
3460,0,0,1,1,0,0.0,3,3.6666666666666665,0,0.0,0,0.0
3461,0,0,1,1,1,0.0,3,4.666666666666667,0,0.0,0,0.0
3462,0,0,1,1,1,1.0,4,5.666666666666667,0,0.0,0,0.0
3463,0,0,1,1,1,2.0,4,5.25,0,0.0,0,0.0
3464,0,0,1,1,1,3.0,4,6.25,0,0.0,0,0.0
3465,0,0,1,1,2,4.0,4,7.25,0,0.0,0,0.0
3466,0,0,1,1,2,3.0,5,8.25,0,0.0,0,0.0
3467,0,0,1,1,2,4.0,6,7.6,1,0.0,0,0.0
3468,0,0,1,1,2,5.0,7,7.333333333333333,0,1.0,0,0.0
3469,0,0,1,1,2,6.0,7,7.285714285714286,0,0.0,0,0.0
3470,0,0,1,1,3,7.0,7,8.285714285714286,0,0.0,0,0.0
3471,0,0,1,1,4,5.666666666666667,8,9.285714285714286,1,0.0,1,0.0
3472,1,1,0,0,5,5.25,8,9.125,0,1.0,0,1.0
3473,1,1,0,0,5,5.2,7,10.125,0,0.0,0,0.0
3474,1,1,0,0,4,3.8,7,10.0,0,0.0,0,0.0
3475,1,1,0,0,4,3.5,6,8.428571428571429,1,0.0,1,0.0
3476,1,1,0,0,4,3.25,5,8.0,1,1.0,1,1.0
3477,1,1,0,0,4,3.0,4,7.8,2,2.0,1,2.0
3478,1,1,0,0,3,2.75,4,8.0,2,2.0,1,3.0
3479,1,1,0,0,3,3.0,4,6.25,3,3.0,1,4.0
3480,1,1,0,0,2,2.6666666666666665,4,4.5,4,3.0,1,5.0
3481,1,1,0,0,1,3.0,3,3.25,4,3.25,2,6.0
3482,1,1,0,0,1,3.0,3,3.0,4,4.25,2,4.0
3483,1,1,0,0,1,1.0,2,2.6666666666666665,4,5.25,2,5.0
3484,1,1,0,0,0,1.0,1,3.0,4,6.25,2,6.0
3485,1,1,0,0,1,0.0,0,3.0,4,7.25,2,7.0
3486,1,1,0,0,0,1.0,1,0.0,4,8.25,2,8.0
3487,1,1,0,0,1,0.0,0,1.0,4,9.25,2,9.0
3488,1,1,0,0,0,1.0,0,0.0,4,10.25,2,10.0
3489,1,1,0,0,0,0.0,0,0.0,4,11.25,2,11.0
3490,1,1,0,0,1,0.0,1,0.0,5,12.25,2,12.0
3491,1,1,0,0,0,1.0,0,1.0,5,10.8,3,13.0
3492,1,1,0,0,1,0.0,0,0.0,5,11.8,3,9.666666666666666
3493,1,1,0,0,1,1.0,0,0.0,6,12.8,3,10.666666666666666
3494,1,1,0,0,0,1.0,0,0.0,6,11.666666666666666,3,11.666666666666666
3495,1,1,0,0,1,0.0,1,0.0,6,12.666666666666666,3,12.666666666666666
3496,1,1,0,0,0,1.0,1,1.0,6,13.666666666666666,4,13.666666666666666
3497,1,1,0,0,1,0.0,1,1.0,6,14.666666666666666,4,11.25
3498,1,1,0,0,0,1.0,1,1.0,6,15.666666666666666,4,12.25
3499,1,1,0,0,0,0.0,0,1.0,6,16.666666666666668,4,13.25
3500,1,1,0,0,0,0.0,0,0.0,6,17.666666666666668,4,14.25
3501,1,1,0,0,1,0.0,0,0.0,6,18.666666666666668,4,15.25
3502,1,1,0,0,0,1.0,1,0.0,6,19.666666666666668,4,16.25
3503,0,0,1,1,0,0.0,0,1.0,7,20.666666666666668,4,17.25
3504,0,0,1,1,1,0.0,0,0.0,7,18.714285714285715,4,18.25
3505,0,0,1,1,2,1.0,1,0.0,6,15.571428571428571,4,12.0
3506,0,0,1,1,2,1.5,1,1.0,5,14.5,4,7.0
3507,0,0,1,1,3,2.5,2,2.0,4,13.0,4,4.25
3508,0,0,1,1,4,2.6666666666666665,3,2.0,3,10.5,3,2.5
3509,0,0,1,1,5,3.0,4,2.3333333333333335,2,9.0,2,3.0
3510,0,0,1,1,6,3.4,4,2.75,2,6.5,1,3.5
3511,0,0,1,1,7,3.8333333333333335,4,3.75,1,4.0,0,4.0
3512,1,1,0,0,8,4.285714285714286,5,4.75,0,2.0,1,0.0
3513,1,1,0,0,8,4.75,5,4.8,0,0.0,1,1.0
3514,1,1,0,0,8,4.625,4,4.2,0,0.0,1,2.0
3515,1,1,0,0,7,4.5,4,4.5,0,0.0,1,3.0
3516,1,1,0,0,6,5.0,3,3.75,0,0.0,2,4.0
3517,1,1,0,0,6,5.5,2,3.6666666666666665,0,0.0,2,3.0
3518,1,1,0,0,5,5.166666666666667,1,4.0,0,0.0,2,4.0
3519,1,1,0,0,4,5.6,0,4.0,1,0.0,2,5.0
3520,1,1,0,0,3,6.0,0,0.0,2,1.0,2,6.0
3521,1,1,0,0,2,6.333333333333333,0,0.0,2,1.5,3,7.0
3522,1,1,0,0,2,6.5,0,0.0,2,2.5,3,5.666666666666667
3523,1,1,0,0,2,3.5,0,0.0,2,3.5,3,6.666666666666667
3524,1,1,0,0,2,1.5,1,0.0,2,4.5,3,7.666666666666667
3525,1,1,0,0,1,1.5,0,1.0,2,5.5,3,8.666666666666666
3526,1,1,0,0,1,2.0,1,0.0,2,6.5,3,9.666666666666666
3527,1,1,0,0,0,1.0,0,1.0,2,7.5,3,10.666666666666666
3528,1,1,0,0,1,0.0,0,0.0,3,8.5,3,11.666666666666666
3529,1,1,0,0,1,1.0,0,0.0,3,6.666666666666667,4,12.666666666666666
3530,1,1,0,0,0,1.0,1,0.0,3,7.666666666666667,4,10.5
3531,1,1,0,0,0,0.0,0,1.0,3,8.666666666666666,4,11.5
3532,1,1,0,0,0,0.0,0,0.0,3,9.666666666666666,4,12.5
3533,1,1,0,0,0,0.0,1,0.0,3,10.666666666666666,5,13.5
3534,1,1,0,0,0,0.0,1,1.0,3,11.666666666666666,5,11.8
3535,1,1,0,0,0,0.0,1,1.0,4,12.666666666666666,5,12.8
3536,1,1,0,0,0,0.0,1,1.0,4,10.5,5,13.8
3537,1,1,0,0,0,0.0,1,1.0,4,11.5,5,14.8
3538,1,1,0,0,1,0.0,0,1.0,5,12.5,5,15.8
3539,1,1,0,0,0,1.0,0,0.0,5,11.0,5,16.8
3540,1,1,0,0,1,0.0,0,0.0,5,12.0,5,17.8
3541,1,1,0,0,1,1.0,1,0.0,5,13.0,5,18.8
3542,1,1,0,0,1,1.0,1,1.0,5,14.0,5,19.8
3543,1,1,0,0,1,1.0,1,1.0,5,15.0,5,20.8
3544,1,1,0,0,1,1.0,1,1.0,5,16.0,5,21.8
3545,1,1,0,0,1,1.0,1,1.0,5,17.0,6,22.8
3546,0,0,1,1,0,1.0,0,1.0,5,18.0,7,20.0
3547,0,0,1,1,0,0.0,1,0.0,4,19.0,6,18.142857142857142
3548,0,0,1,1,0,0.0,2,1.0,3,17.75,5,16.333333333333332
3549,0,0,1,1,1,0.0,2,1.5,2,15.333333333333334,4,14.2
3550,0,0,1,1,1,1.0,2,2.5,1,13.5,3,11.75
3551,0,0,1,1,2,2.0,3,3.5,0,13.0,2,9.666666666666666
3552,0,0,1,1,2,2.0,3,3.3333333333333335,0,0.0,1,6.5
3553,0,0,1,1,3,3.0,4,4.333333333333333,1,0.0,0,7.0
3554,0,0,1,1,4,3.0,4,4.25,0,1.0,0,0.0
3555,0,0,1,1,4,3.25,5,5.25,0,0.0,0,0.0
3556,0,0,1,1,5,4.25,5,5.2,0,0.0,0,0.0
3557,1,1,0,0,6,4.4,6,6.2,0,0.0,0,0.0
3558,1,1,0,0,6,4.666666666666667,6,6.166666666666667,0,0.0,0,0.0
3559,1,1,0,0,5,4.166666666666667,6,5.333333333333333,0,0.0,0,0.0
3560,1,1,0,0,4,4.4,6,4.5,0,0.0,0,0.0
3561,1,1,0,0,3,4.75,6,4.0,1,0.0,1,0.0
3562,1,1,0,0,2,5.0,5,3.6666666666666665,1,1.0,1,1.0
3563,1,1,0,0,1,5.5,5,4.0,2,2.0,1,2.0
3564,1,1,0,0,1,6.0,5,3.8,2,2.0,1,3.0
3565,1,1,0,0,1,1.0,4,3.6,2,3.0,2,4.0
3566,1,1,0,0,1,1.0,3,4.0,2,4.0,2,3.0
3567,1,1,0,0,0,1.0,2,4.333333333333333,2,5.0,2,4.0
3568,1,1,0,0,1,0.0,1,4.5,2,6.0,2,5.0
3569,1,1,0,0,0,1.0,1,5.0,2,7.0,2,6.0
3570,1,1,0,0,0,0.0,0,1.0,2,8.0,2,7.0
3571,1,1,0,0,0,0.0,0,0.0,2,9.0,2,8.0
3572,1,1,0,0,1,0.0,0,0.0,2,10.0,3,9.0
3573,1,1,0,0,1,1.0,1,0.0,2,11.0,3,7.0
3574,1,1,0,0,0,1.0,0,1.0,3,12.0,3,8.0
3575,1,1,0,0,1,0.0,0,0.0,4,9.0,3,9.0
3576,1,1,0,0,1,1.0,1,0.0,5,7.75,3,10.0
3577,1,1,0,0,0,1.0,0,1.0,5,7.2,4,11.0
3578,1,1,0,0,1,0.0,1,0.0,5,8.2,5,9.25
3579,1,1,0,0,0,1.0,0,1.0,5,9.2,5,8.4
3580,1,1,0,0,1,0.0,0,0.0,5,10.2,5,9.4
3581,1,1,0,0,1,1.0,0,0.0,5,11.2,5,10.4
3582,1,1,0,0,1,1.0,1,0.0,5,12.2,5,11.4
3583,1,1,0,0,0,1.0,1,1.0,5,13.2,5,12.4
3584,1,1,0,0,1,0.0,1,1.0,5,14.2,5,13.4
3585,0,0,1,1,0,1.0,0,1.0,5,15.2,6,14.4
3586,0,0,1,1,0,0.0,1,0.0,4,16.2,5,13.0
3587,0,0,1,1,1,0.0,1,1.0,4,15.0,4,11.6
3588,0,0,1,1,2,1.0,2,2.0,3,10.0,3,10.0
3589,0,0,1,1,3,1.5,3,2.0,2,9.666666666666666,3,9.0
3590,0,0,1,1,3,2.0,4,2.3333333333333335,1,8.5,2,6.0
3591,0,0,1,1,4,3.0,4,2.75,0,4.0,2,4.0
3592,0,0,1,1,5,3.25,5,3.75,0,0.0,1,2.0
3593,0,0,1,1,6,3.6,5,4.0,1,0.0,0,2.0
3594,1,1,0,0,6,4.0,6,5.0,0,1.0,0,0.0
3595,1,1,0,0,6,5.0,5,5.166666666666667,0,0.0,0,0.0
3596,1,1,0,0,5,4.666666666666667,5,5.4,1,0.0,0,0.0
3597,1,1,0,0,4,5.0,4,4.8,1,1.0,0,0.0
3598,1,1,0,0,4,5.25,4,5.0,1,2.0,0,0.0
3599,1,1,0,0,3,4.5,4,4.0,2,3.0,0,0.0
3600,1,1,0,0,2,4.666666666666667,4,3.25,2,2.5,0,0.0
3601,1,1,0,0,2,4.5,4,2.75,3,3.5,0,0.0
3602,1,1,0,0,1,2.5,3,2.5,3,3.3333333333333335,0,0.0
3603,1,1,0,0,0,2.0,3,3.0,3,4.333333333333333,0,0.0
3604,1,1,0,0,0,0.0,2,2.6666666666666665,3,5.333333333333333,0,0.0
3605,1,1,0,0,1,0.0,1,3.0,3,6.333333333333333,0,0.0
3606,1,1,0,0,1,1.0,0,3.0,3,7.333333333333333,0,0.0
3607,1,1,0,0,0,1.0,1,0.0,3,8.333333333333334,0,0.0
3608,1,1,0,0,1,0.0,0,1.0,3,9.333333333333334,0,0.0
3609,1,1,0,0,0,1.0,1,0.0,3,10.333333333333334,0,0.0
3610,1,1,0,0,1,0.0,1,1.0,4,11.333333333333334,0,0.0
3611,1,1,0,0,1,1.0,0,1.0,4,9.5,0,0.0
3612,1,1,0,0,1,1.0,1,0.0,4,10.5,1,0.0
3613,1,1,0,0,0,1.0,0,1.0,4,11.5,1,1.0
3614,1,1,0,0,1,0.0,0,0.0,4,12.5,2,2.0
3615,1,1,0,0,1,1.0,1,0.0,4,13.5,3,2.0
3616,1,1,0,0,1,1.0,0,1.0,4,14.5,4,2.3333333333333335
3617,1,1,0,0,0,1.0,0,0.0,4,15.5,4,2.75
3618,1,1,0,0,1,0.0,1,0.0,5,16.5,4,3.75
3619,1,1,0,0,0,1.0,1,1.0,5,14.2,4,4.75
3620,1,1,0,0,1,0.0,1,1.0,5,15.2,4,5.75
3621,1,1,0,0,0,1.0,1,1.0,5,16.2,4,6.75
3622,1,1,0,0,1,0.0,1,1.0,5,17.2,4,7.75
3623,1,1,0,0,1,1.0,1,1.0,5,18.2,4,8.75
3624,1,1,0,0,0,1.0,1,1.0,5,19.2,4,9.75
3625,1,1,0,0,0,0.0,0,1.0,5,20.2,4,10.75
3626,1,1,0,0,1,0.0,0,0.0,5,21.2,4,11.75
3627,1,1,0,0,0,1.0,0,0.0,6,22.2,4,12.75
3628,1,1,0,0,0,0.0,0,0.0,6,19.5,4,13.75
3629,0,0,1,1,0,0.0,0,0.0,7,20.5,4,14.75
3630,0,0,1,1,0,0.0,0,0.0,6,18.571428571428573,3,15.75
3631,0,0,1,1,1,0.0,0,0.0,6,17.0,2,16.0
3632,0,0,1,1,1,1.0,1,0.0,5,12.666666666666666,1,16.5
3633,0,0,1,1,1,2.0,2,1.0,4,10.0,0,17.0
3634,0,0,1,1,1,3.0,3,1.5,3,7.75,0,0.0
3635,0,0,1,1,1,4.0,3,2.0,2,6.0,0,0.0
3636,0,0,1,1,1,5.0,3,3.0,1,6.0,0,0.0
3637,0,0,1,1,2,6.0,4,4.0,0,6.0,0,0.0
3638,0,0,1,1,3,4.0,4,4.0,0,0.0,1,0.0
3639,0,0,1,1,3,3.6666666666666665,4,5.0,0,0.0,0,1.0
3640,0,0,1,1,3,4.666666666666667,5,6.0,0,0.0,0,0.0
3641,0,0,1,1,3,5.666666666666667,6,5.8,0,0.0,0,0.0
3642,0,0,1,1,3,6.666666666666667,6,5.833333333333333,0,0.0,0,0.0
3643,1,1,0,0,4,7.666666666666667,7,6.833333333333333,0,0.0,0,0.0
3644,1,1,0,0,4,6.75,6,6.857142857142857,0,0.0,0,0.0
3645,1,1,0,0,4,4.5,6,7.0,0,0.0,0,0.0
3646,1,1,0,0,3,3.5,6,6.0,0,0.0,0,0.0
3647,1,1,0,0,2,3.0,5,5.0,0,0.0,0,0.0
3648,1,1,0,0,2,3.5,4,5.0,0,0.0,1,0.0
3649,1,1,0,0,2,2.5,4,5.25,0,0.0,1,1.0
3650,1,1,0,0,1,1.5,3,4.25,0,0.0,1,2.0
3651,1,1,0,0,1,2.0,2,4.333333333333333,0,0.0,1,3.0
3652,1,1,0,0,1,1.0,2,4.5,0,0.0,1,4.0
3653,1,1,0,0,0,1.0,1,2.5,0,0.0,1,5.0
3654,1,1,0,0,1,0.0,0,2.0,0,0.0,1,6.0
3655,1,1,0,0,1,1.0,1,0.0,0,0.0,1,7.0
3656,1,1,0,0,0,1.0,1,1.0,0,0.0,1,8.0
3657,1,1,0,0,1,0.0,1,1.0,0,0.0,1,9.0
3658,1,1,0,0,0,1.0,0,1.0,1,0.0,1,10.0
3659,1,1,0,0,0,0.0,0,0.0,1,1.0,1,11.0
3660,1,1,0,0,1,0.0,1,0.0,2,2.0,1,12.0
3661,1,1,0,0,1,1.0,1,1.0,2,2.0,1,13.0
3662,1,1,0,0,1,1.0,1,1.0,2,3.0,1,14.0
3663,1,1,0,0,1,1.0,0,1.0,2,4.0,1,15.0
3664,1,1,0,0,0,1.0,1,0.0,2,5.0,1,16.0
3665,1,1,0,0,0,0.0,1,1.0,2,6.0,1,17.0
3666,1,1,0,0,1,0.0,1,1.0,2,7.0,1,18.0
3667,1,1,0,0,1,1.0,1,1.0,2,8.0,1,19.0
3668,1,1,0,0,0,1.0,0,1.0,2,9.0,1,20.0
3669,1,1,0,0,0,0.0,0,0.0,2,10.0,1,21.0
3670,1,1,0,0,1,0.0,0,0.0,2,11.0,1,22.0
3671,1,1,0,0,0,1.0,0,0.0,2,12.0,1,23.0
3672,1,1,0,0,1,0.0,0,0.0,2,13.0,1,24.0
3673,1,1,0,0,1,1.0,0,0.0,2,14.0,1,25.0
3674,1,1,0,0,0,1.0,0,0.0,2,15.0,1,26.0
3675,1,1,0,0,1,0.0,0,0.0,2,16.0,1,27.0
3676,1,1,0,0,0,1.0,0,0.0,2,17.0,1,28.0
3677,1,1,0,0,1,0.0,0,0.0,2,18.0,1,29.0
3678,1,1,0,0,1,1.0,0,0.0,2,19.0,1,30.0
3679,1,1,0,0,0,1.0,0,0.0,2,20.0,2,31.0
3680,1,1,0,0,1,0.0,0,0.0,2,21.0,2,16.5
3681,1,1,0,0,0,1.0,0,0.0,2,22.0,2,17.5
3682,1,1,0,0,0,0.0,0,0.0,2,23.0,3,18.5
3683,1,1,0,0,0,0.0,0,0.0,2,24.0,3,13.333333333333334
3684,1,1,0,0,1,0.0,1,0.0,2,25.0,3,14.333333333333334
3685,1,1,0,0,0,1.0,1,1.0,2,26.0,3,15.333333333333334
3686,1,1,0,0,0,0.0,0,1.0,2,27.0,3,16.333333333333332
3687,1,1,0,0,0,0.0,1,0.0,2,28.0,3,17.333333333333332
3688,1,1,0,0,0,0.0,1,1.0,2,29.0,3,18.333333333333332
3689,1,1,0,0,0,0.0,0,1.0,2,30.0,4,19.333333333333332
3690,1,1,0,0,1,0.0,1,0.0,2,31.0,4,15.5
3691,1,1,0,0,0,1.0,0,1.0,2,32.0,4,16.5
3692,1,1,0,0,1,0.0,1,0.0,2,33.0,4,17.5
3693,1,1,0,0,0,1.0,0,1.0,2,34.0,5,18.5
3694,1,1,0,0,1,0.0,0,0.0,2,35.0,5,15.8
3695,1,1,0,0,1,1.0,0,0.0,2,36.0,5,16.8
3696,1,1,0,0,0,1.0,0,0.0,2,37.0,5,17.8
3697,1,1,0,0,1,0.0,1,0.0,2,38.0,5,18.8
3698,1,1,0,0,0,1.0,1,1.0,3,39.0,6,19.8
3699,1,1,0,0,1,0.0,0,1.0,3,27.0,6,17.5
3700,1,1,0,0,1,1.0,0,0.0,4,28.0,6,18.5
3701,1,1,0,0,0,1.0,1,0.0,4,22.0,6,19.5
3702,1,1,0,0,0,0.0,1,1.0,4,23.0,6,20.5
3703,1,1,0,0,0,0.0,1,1.0,4,24.0,6,21.5
3704,1,1,0,0,0,0.0,0,1.0,4,25.0,6,22.5
3705,1,1,0,0,1,0.0,1,0.0,5,26.0,7,23.5
3706,0,0,1,1,0,1.0,0,1.0,5,21.8,7,21.142857142857142
3707,0,0,1,1,0,0.0,1,0.0,4,22.8,6,22.142857142857142
3708,0,0,1,1,1,0.0,1,1.0,3,17.25,5,17.0
3709,0,0,1,1,2,1.0,2,2.0,3,8.0,4,15.6
3710,0,0,1,1,2,1.5,2,2.0,2,5.333333333333333,3,13.75
3711,0,0,1,1,3,2.5,2,3.0,1,4.0,2,12.333333333333334
3712,0,0,1,1,3,2.6666666666666665,3,4.0,1,3.0,1,10.5
3713,0,0,1,1,4,3.6666666666666665,3,3.6666666666666665,0,1.0,0,8.0
3714,0,0,1,1,5,3.75,4,4.666666666666667,0,0.0,1,0.0
3715,0,0,1,1,5,4.0,5,4.5,0,0.0,0,1.0
3716,0,0,1,1,5,5.0,5,4.6,0,0.0,1,0.0
3717,1,1,0,0,6,6.0,5,5.6,0,0.0,0,1.0
3718,1,1,0,0,6,6.0,5,6.6,0,0.0,0,0.0
3719,1,1,0,0,6,5.333333333333333,4,5.4,0,0.0,0,0.0
3720,1,1,0,0,6,4.666666666666667,4,5.25,0,0.0,0,0.0
3721,1,1,0,0,6,4.166666666666667,3,4.25,0,0.0,0,0.0
3722,1,1,0,0,5,3.8333333333333335,3,4.333333333333333,0,0.0,0,0.0
3723,1,1,0,0,5,4.0,2,3.0,0,0.0,0,0.0
3724,1,1,0,0,5,3.8,2,3.0,0,0.0,0,0.0
3725,1,1,0,0,4,3.6,1,2.0,0,0.0,0,0.0
3726,1,1,0,0,3,4.0,0,2.0,0,0.0,1,0.0
3727,1,1,0,0,3,4.333333333333333,1,0.0,0,0.0,1,1.0
3728,1,1,0,0,2,3.3333333333333335,0,1.0,0,0.0,2,2.0
3729,1,1,0,0,1,3.5,1,0.0,0,0.0,2,2.0
3730,1,1,0,0,0,3.0,0,1.0,0,0.0,2,3.0
3731,1,1,0,0,1,0.0,0,0.0,0,0.0,2,4.0
3732,1,1,0,0,0,1.0,1,0.0,0,0.0,2,5.0
3733,1,1,0,0,1,0.0,1,1.0,0,0.0,2,6.0
3734,1,1,0,0,0,1.0,1,1.0,0,0.0,2,7.0
3735,1,1,0,0,0,0.0,0,1.0,1,0.0,2,8.0
3736,1,1,0,0,1,0.0,0,0.0,1,1.0,2,9.0
3737,1,1,0,0,1,1.0,1,0.0,1,2.0,2,10.0
3738,1,1,0,0,1,1.0,0,1.0,1,3.0,3,11.0
3739,1,1,0,0,1,1.0,1,0.0,1,4.0,4,8.333333333333334
3740,1,1,0,0,0,1.0,1,1.0,1,5.0,4,7.25
3741,1,1,0,0,0,0.0,1,1.0,1,6.0,4,8.25
3742,1,1,0,0,0,0.0,0,1.0,1,7.0,4,9.25
3743,1,1,0,0,0,0.0,0,0.0,1,8.0,4,10.25
3744,1,1,0,0,1,0.0,0,0.0,1,9.0,4,11.25
3745,1,1,0,0,0,1.0,0,0.0,2,10.0,4,12.25
3746,1,1,0,0,0,0.0,1,0.0,2,6.0,5,13.25
3747,1,1,0,0,0,0.0,0,1.0,2,7.0,6,11.6
3748,1,1,0,0,1,0.0,1,0.0,2,8.0,6,10.666666666666666
3749,1,1,0,0,0,1.0,1,1.0,2,9.0,7,11.666666666666666
3750,1,1,0,0,1,0.0,0,1.0,2,10.0,7,11.0
3751,1,1,0,0,1,1.0,1,0.0,2,11.0,7,12.0
3752,1,1,0,0,0,1.0,1,1.0,2,12.0,7,13.0
3753,1,1,0,0,0,0.0,1,1.0,2,13.0,8,14.0
3754,1,1,0,0,1,0.0,0,1.0,2,14.0,9,13.25
3755,1,1,0,0,1,1.0,0,0.0,2,15.0,9,12.777777777777779
3756,1,1,0,0,1,1.0,1,0.0,2,16.0,9,13.777777777777779
3757,1,1,0,0,1,1.0,0,1.0,2,17.0,9,14.777777777777779
3758,1,1,0,0,1,1.0,1,0.0,2,18.0,9,15.777777777777779
3759,0,0,1,1,0,1.0,0,1.0,2,19.0,9,16.77777777777778
3760,0,0,1,1,1,0.0,0,0.0,1,20.0,8,17.77777777777778
3761,0,0,1,1,2,1.0,1,0.0,0,16.0,7,16.75
3762,0,0,1,1,3,1.5,1,1.0,0,0.0,6,15.428571428571429
3763,0,0,1,1,3,2.0,1,2.0,0,0.0,5,15.0
3764,0,0,1,1,4,3.0,1,3.0,1,0.0,4,14.2
3765,0,0,1,1,5,3.25,1,4.0,0,1.0,3,14.25
3766,0,0,1,1,6,3.6,2,5.0,0,0.0,2,14.0
3767,0,0,1,1,7,4.0,3,3.5,0,0.0,1,13.5
3768,0,0,1,1,7,4.428571428571429,3,3.3333333333333335,0,0.0,0,14.0
3769,0,0,1,1,7,5.428571428571429,3,4.333333333333333,0,0.0,0,0.0
3770,1,1,0,0,8,6.428571428571429,4,5.333333333333333,0,0.0,0,0.0
3771,1,1,0,0,7,6.625,4,5.0,0,0.0,1,0.0
3772,1,1,0,0,6,7.0,4,3.5,0,0.0,1,1.0
3773,1,1,0,0,5,7.333333333333333,3,3.0,0,0.0,1,2.0
3774,1,1,0,0,5,7.6,2,3.0,0,0.0,1,3.0
3775,1,1,0,0,4,6.6,1,3.5,0,0.0,1,4.0
3776,1,1,0,0,4,6.75,0,4.0,0,0.0,1,5.0
3777,1,1,0,0,4,5.25,1,0.0,0,0.0,1,6.0
3778,1,1,0,0,3,3.75,0,1.0,1,0.0,1,7.0
3779,1,1,0,0,2,3.3333333333333335,1,0.0,1,1.0,1,8.0
3780,1,1,0,0,1,3.5,0,1.0,1,2.0,1,9.0
3781,1,1,0,0,1,4.0,0,0.0,1,3.0,1,10.0
3782,1,1,0,0,1,1.0,0,0.0,1,4.0,1,11.0
3783,1,1,0,0,0,1.0,0,0.0,1,5.0,1,12.0
3784,1,1,0,0,0,0.0,0,0.0,1,6.0,1,13.0
3785,1,1,0,0,1,0.0,0,0.0,1,7.0,1,14.0
3786,1,1,0,0,0,1.0,1,0.0,1,8.0,2,15.0
3787,1,1,0,0,0,0.0,0,1.0,1,9.0,2,8.5
3788,1,1,0,0,1,0.0,0,0.0,1,10.0,3,9.5
3789,1,1,0,0,1,1.0,1,0.0,1,11.0,3,7.333333333333333
3790,1,1,0,0,0,1.0,1,1.0,1,12.0,4,8.333333333333334
3791,1,1,0,0,0,0.0,1,1.0,2,13.0,4,7.25
3792,1,1,0,0,0,0.0,0,1.0,2,7.5,4,8.25
3793,1,1,0,0,0,0.0,0,0.0,3,8.5,4,9.25
3794,1,1,0,0,0,0.0,1,0.0,3,6.666666666666667,4,10.25
3795,1,1,0,0,1,0.0,1,1.0,3,7.666666666666667,4,11.25
3796,1,1,0,0,0,1.0,0,1.0,3,8.666666666666666,4,12.25
3797,1,1,0,0,1,0.0,0,0.0,3,9.666666666666666,4,13.25
3798,1,1,0,0,1,1.0,0,0.0,3,10.666666666666666,4,14.25
3799,1,1,0,0,1,1.0,0,0.0,4,11.666666666666666,5,15.25
3800,1,1,0,0,1,1.0,1,0.0,4,9.75,5,13.2
3801,1,1,0,0,0,1.0,1,1.0,5,10.75,5,14.2
3802,1,1,0,0,1,0.0,1,1.0,5,9.6,5,15.2
3803,0,0,1,1,0,1.0,0,1.0,5,10.6,6,16.2
3804,0,0,1,1,0,0.0,1,0.0,4,11.6,6,14.5
3805,0,0,1,1,1,0.0,1,1.0,3,9.0,5,10.0
3806,0,0,1,1,1,1.0,2,2.0,2,8.333333333333334,5,9.2
3807,0,0,1,1,1,2.0,2,2.0,1,7.0,4,6.6
3808,0,0,1,1,2,3.0,3,3.0,0,7.0,3,5.0
3809,0,0,1,1,3,2.5,3,3.0,0,0.0,2,4.666666666666667
3810,0,0,1,1,4,2.6666666666666665,4,4.0,1,0.0,1,5.0
3811,0,0,1,1,4,3.0,4,4.0,0,1.0,0,5.0
3812,0,0,1,1,5,4.0,4,5.0,0,0.0,1,0.0
3813,1,1,0,0,6,4.2,5,6.0,0,0.0,0,1.0
3814,1,1,0,0,6,4.5,5,5.8,0,0.0,0,0.0
3815,1,1,0,0,6,4.0,4,4.8,0,0.0,0,0.0
3816,1,1,0,0,6,3.8333333333333335,4,4.75,0,0.0,1,0.0
3817,1,1,0,0,5,3.6666666666666665,3,3.75,0,0.0,2,1.0
3818,1,1,0,0,4,4.0,3,3.6666666666666665,0,0.0,2,1.5
3819,1,1,0,0,4,4.5,2,3.0,0,0.0,2,2.5
3820,1,1,0,0,4,4.0,2,3.0,0,0.0,2,3.5
3821,1,1,0,0,3,3.5,1,2.0,0,0.0,2,4.5
3822,1,1,0,0,3,3.6666666666666665,1,2.0,0,0.0,2,5.5
3823,1,1,0,0,2,2.6666666666666665,1,1.0,0,0.0,2,6.5
3824,1,1,0,0,2,3.0,0,1.0,0,0.0,3,7.5
3825,1,1,0,0,1,2.0,0,0.0,0,0.0,3,6.0
3826,1,1,0,0,1,2.0,1,0.0,1,0.0,3,7.0
