total_traffic_ops,north_light,south_light,east_light,west_light,north_queue_size,north_current_wait_time,south_queue_size,south_current_wait_time,east_queue_size,east_current_wait_time,west_queue_size,west_current_wait_time
12658,1,1,0,0,2,3.0,5,6.5,0,0.0,0,0.0
12659,1,1,0,0,1,3.5,5,6.4,0,0.0,0,0.0
12660,1,1,0,0,0,4.0,5,5.6,0,0.0,0,0.0
12661,1,1,0,0,1,0.0,5,4.8,1,0.0,0,0.0
12662,1,1,0,0,0,1.0,4,4.0,1,1.0,0,0.0
12663,1,1,0,0,0,0.0,4,4.0,1,2.0,0,0.0
12664,1,1,0,0,1,0.0,4,3.25,1,3.0,0,0.0
12665,1,1,0,0,0,1.0,4,3.0,2,4.0,0,0.0
12666,1,1,0,0,1,0.0,4,2.75,2,3.0,0,0.0
12667,1,1,0,0,0,1.0,4,2.5,2,4.0,1,0.0
12668,1,1,0,0,0,0.0,3,2.5,2,5.0,1,1.0
12669,1,1,0,0,1,0.0,3,3.0,2,6.0,1,2.0
12670,1,1,0,0,1,1.0,2,2.6666666666666665,3,7.0,1,3.0
12671,1,1,0,0,0,1.0,2,3.0,3,5.666666666666667,1,4.0
12672,1,1,0,0,0,0.0,1,2.0,3,6.666666666666667,1,5.0
12673,1,1,0,0,0,0.0,1,2.0,3,7.666666666666667,1,6.0
12674,1,1,0,0,1,0.0,0,1.0,3,8.666666666666666,1,7.0
12675,1,1,0,0,0,1.0,0,0.0,3,9.666666666666666,1,8.0
12676,1,1,0,0,1,0.0,0,0.0,3,10.666666666666666,2,9.0
12677,1,1,0,0,1,1.0,0,0.0,3,11.666666666666666,2,5.5
12678,1,1,0,0,1,1.0,1,0.0,3,12.666666666666666,2,6.5
12679,1,1,0,0,0,1.0,1,1.0,3,13.666666666666666,2,7.5
12680,1,1,0,0,0,0.0,0,1.0,3,14.666666666666666,2,8.5
12681,1,1,0,0,1,0.0,0,0.0,3,15.666666666666666,2,9.5
12682,1,1,0,0,0,1.0,0,0.0,3,16.666666666666668,2,10.5
12683,1,1,0,0,1,0.0,1,0.0,4,17.666666666666668,2,11.5
12684,1,1,0,0,1,1.0,1,1.0,4,14.25,2,12.5
12685,1,1,0,0,0,1.0,0,1.0,4,15.25,2,13.5
12686,1,1,0,0,0,0.0,0,0.0,4,16.25,2,14.5
12687,1,1,0,0,0,0.0,0,0.0,4,17.25,3,15.5
12688,1,1,0,0,0,0.0,1,0.0,4,18.25,3,11.333333333333334
12689,1,1,0,0,1,0.0,0,1.0,4,19.25,3,12.333333333333334
12690,1,1,0,0,1,1.0,0,0.0,4,20.25,3,13.333333333333334
12691,1,1,0,0,1,1.0,1,0.0,4,21.25,3,14.333333333333334
12692,1,1,0,0,1,1.0,0,1.0,5,22.25,3,15.333333333333334
12693,1,1,0,0,1,1.0,0,0.0,5,18.8,3,16.333333333333332
12694,1,1,0,0,0,1.0,1,0.0,5,19.8,3,17.333333333333332
12695,1,1,0,0,1,0.0,1,1.0,5,20.8,4,18.333333333333332
12696,1,1,0,0,1,1.0,0,1.0,5,21.8,4,14.75
12697,1,1,0,0,0,1.0,0,0.0,5,22.8,4,15.75
12698,1,1,0,0,1,0.0,1,0.0,5,23.8,4,16.75
12699,1,1,0,0,0,1.0,0,1.0,5,24.8,4,17.75
12700,1,1,0,0,0,0.0,0,0.0,5,25.8,4,18.75
12701,1,1,0,0,0,0.0,1,0.0,5,26.8,4,19.75
12702,1,1,0,0,0,0.0,1,1.0,5,27.8,4,20.75
12703,1,1,0,0,1,0.0,0,1.0,5,28.8,4,21.75
12704,1,1,0,0,0,1.0,0,0.0,5,29.8,4,22.75
12705,1,1,0,0,1,0.0,1,0.0,5,30.8,4,23.75
12706,1,1,0,0,0,1.0,0,1.0,5,31.8,5,24.75
12707,1,1,0,0,1,0.0,0,0.0,6,32.8,5,20.8
12708,0,0,1,1,0,1.0,1,0.0,6,28.333333333333332,6,21.8
12709,0,0,1,1,1,0.0,1,1.0,5,29.333333333333332,5,19.166666666666668
12710,0,0,1,1,2,1.0,2,2.0,4,26.6,4,15.6
12711,0,0,1,1,2,1.5,3,2.0,3,23.0,3,12.0
12712,0,0,1,1,2,2.5,4,2.3333333333333335,2,18.0,2,9.0
12713,0,0,1,1,2,3.5,4,2.75,2,13.5,1,6.0
12714,0,0,1,1,3,4.5,5,3.75,1,4.0,1,6.0
12715,0,0,1,1,3,4.0,5,4.0,0,2.0,0,1.0
12716,0,0,1,1,3,5.0,5,5.0,1,0.0,0,0.0
12717,0,0,1,1,3,6.0,6,6.0,0,1.0,0,0.0
12718,0,0,1,1,3,7.0,7,6.0,0,0.0,1,0.0
12719,1,1,0,0,3,8.0,8,6.142857142857143,0,0.0,0,1.0
12720,1,1,0,0,2,9.0,7,6.375,0,0.0,0,0.0
12721,1,1,0,0,1,9.0,7,6.571428571428571,0,0.0,1,0.0
12722,1,1,0,0,1,8.0,7,6.0,0,0.0,1,1.0
12723,1,1,0,0,0,1.0,7,5.428571428571429,1,0.0,1,2.0
12724,1,1,0,0,1,0.0,7,4.857142857142857,1,1.0,1,3.0
12725,1,1,0,0,1,1.0,7,4.428571428571429,1,2.0,2,4.0
12726,1,1,0,0,0,1.0,6,4.285714285714286,1,3.0,2,3.0
12727,1,1,0,0,0,0.0,6,4.666666666666667,1,4.0,2,4.0
12728,1,1,0,0,1,0.0,6,4.333333333333333,1,5.0,3,5.0
12729,1,1,0,0,0,1.0,6,4.166666666666667,1,6.0,3,4.333333333333333
12730,1,1,0,0,0,0.0,6,4.0,2,7.0,3,5.333333333333333
12731,1,1,0,0,1,0.0,5,3.8333333333333335,2,4.5,3,6.333333333333333
12732,1,1,0,0,1,1.0,4,4.2,2,5.5,3,7.333333333333333
12733,1,1,0,0,1,1.0,4,4.5,2,6.5,3,8.333333333333334
12734,1,1,0,0,0,1.0,4,4.0,2,7.5,3,9.333333333333334
12735,1,1,0,0,1,0.0,3,3.5,2,8.5,3,10.333333333333334
12736,1,1,0,0,0,1.0,3,3.6666666666666665,2,9.5,3,11.333333333333334
12737,1,1,0,0,1,0.0,3,2.6666666666666665,2,10.5,4,12.333333333333334
12738,1,1,0,0,1,1.0,3,2.3333333333333335,2,11.5,4,10.25
12739,1,1,0,0,0,1.0,2,2.0,2,12.5,4,11.25
12740,1,1,0,0,0,0.0,1,2.5,2,13.5,4,12.25
12741,1,1,0,0,1,0.0,0,3.0,3,14.5,5,13.25
12742,1,1,0,0,1,1.0,0,0.0,3,10.666666666666666,5,11.6
12743,1,1,0,0,1,1.0,0,0.0,3,11.666666666666666,5,12.6
12744,1,1,0,0,0,1.0,1,0.0,3,12.666666666666666,5,13.6
12745,1,1,0,0,1,0.0,1,1.0,3,13.666666666666666,5,14.6
12746,1,1,0,0,0,1.0,1,1.0,4,14.666666666666666,5,15.6
12747,1,1,0,0,0,0.0,1,1.0,4,12.0,6,16.6
12748,1,1,0,0,0,0.0,1,1.0,4,13.0,6,14.833333333333334
12749,1,1,0,0,1,0.0,1,1.0,4,14.0,7,15.833333333333334
12750,1,1,0,0,1,1.0,1,1.0,4,15.0,7,14.571428571428571
12751,0,0,1,1,0,1.0,0,1.0,5,16.0,7,15.571428571428571
12752,0,0,1,1,1,0.0,1,0.0,4,13.8,6,16.571428571428573
12753,0,0,1,1,2,1.0,1,1.0,3,11.0,5,15.166666666666666
12754,0,0,1,1,2,1.5,1,2.0,2,8.0,4,13.6
12755,0,0,1,1,3,2.5,1,3.0,1,6.5,3,11.5
12756,0,0,1,1,4,2.6666666666666665,2,4.0,0,5.0,2,10.333333333333334
12757,0,0,1,1,5,3.0,2,3.0,0,0.0,1,9.0
12758,0,0,1,1,6,3.4,3,4.0,0,0.0,1,9.0
12759,0,0,1,1,7,3.8333333333333335,3,3.6666666666666665,0,0.0,0,1.0
12760,0,0,1,1,8,4.285714285714286,3,4.666666666666667,0,0.0,1,0.0
12761,0,0,1,1,8,4.75,3,5.666666666666667,0,0.0,1,1.0
12762,1,1,0,0,8,5.75,4,6.666666666666667,0,0.0,0,1.0
12763,1,1,0,0,8,6.75,4,6.0,0,0.0,0,0.0
12764,1,1,0,0,7,6.375,4,4.25,0,0.0,0,0.0
12765,1,1,0,0,7,6.714285714285714,3,3.25,0,0.0,0,0.0
12766,1,1,0,0,7,6.285714285714286,2,3.0,0,0.0,1,0.0
12767,1,1,0,0,7,5.857142857142857,2,3.5,0,0.0,1,1.0
12768,1,1,0,0,7,5.428571428571429,2,2.5,0,0.0,1,2.0
12769,1,1,0,0,7,5.0,1,1.5,0,0.0,1,3.0
12770,1,1,0,0,7,4.571428571428571,0,2.0,0,0.0,1,4.0
12771,1,1,0,0,6,4.142857142857143,1,0.0,0,0.0,2,5.0
12772,1,1,0,0,5,4.5,0,1.0,1,0.0,2,3.5
12773,1,1,0,0,4,5.0,0,0.0,1,1.0,2,4.5
12774,1,1,0,0,4,5.5,0,0.0,1,2.0,2,5.5
12775,1,1,0,0,3,4.75,0,0.0,2,3.0,2,6.5
12776,1,1,0,0,3,5.0,0,0.0,2,2.5,2,7.5
12777,1,1,0,0,3,3.6666666666666665,1,0.0,2,3.5,2,8.5
12778,1,1,0,0,2,2.3333333333333335,0,1.0,2,4.5,2,9.5
12779,1,1,0,0,1,2.5,1,0.0,2,5.5,2,10.5
12780,1,1,0,0,1,3.0,1,1.0,2,6.5,2,11.5
12781,1,1,0,0,0,1.0,0,1.0,2,7.5,2,12.5
12782,1,1,0,0,0,0.0,1,0.0,3,8.5,2,13.5
12783,1,1,0,0,0,0.0,0,1.0,3,6.666666666666667,2,14.5
12784,1,1,0,0,1,0.0,0,0.0,3,7.666666666666667,2,15.5
12785,1,1,0,0,0,1.0,0,0.0,3,8.666666666666666,2,16.5
12786,1,1,0,0,0,0.0,1,0.0,3,9.666666666666666,2,17.5
12787,1,1,0,0,0,0.0,0,1.0,3,10.666666666666666,2,18.5
12788,1,1,0,0,0,0.0,1,0.0,3,11.666666666666666,3,19.5
12789,1,1,0,0,1,0.0,0,1.0,4,12.666666666666666,4,14.0
12790,1,1,0,0,1,1.0,1,0.0,5,10.5,4,11.5
12791,1,1,0,0,0,1.0,0,1.0,5,9.4,5,12.5
12792,1,1,0,0,0,0.0,0,0.0,5,10.4,5,11.0
12793,1,1,0,0,0,0.0,1,0.0,5,11.4,5,12.0
12794,1,1,0,0,0,0.0,1,1.0,5,12.4,6,13.0
12795,1,1,0,0,1,0.0,0,1.0,5,13.4,6,11.833333333333334
12796,0,0,1,1,1,1.0,0,0.0,5,14.4,7,12.833333333333334
12797,0,0,1,1,2,1.0,0,0.0,4,15.4,7,12.0
12798,0,0,1,1,2,1.5,0,0.0,3,14.0,6,8.571428571428571
12799,0,0,1,1,2,2.5,1,0.0,3,12.0,6,6.5
12800,0,0,1,1,3,3.5,2,1.0,2,7.333333333333333,5,5.666666666666667
12801,0,0,1,1,4,3.3333333333333335,3,1.5,1,6.5,4,5.6
12802,0,0,1,1,4,3.5,4,2.0,0,3.0,3,5.5
12803,0,0,1,1,4,4.5,4,2.5,0,0.0,2,5.666666666666667
12804,0,0,1,1,4,5.5,5,3.5,1,0.0,1,6.0
12805,1,1,0,0,5,6.5,6,3.8,0,1.0,0,6.0
12806,1,1,0,0,5,6.2,5,4.166666666666667,0,0.0,0,0.0
12807,1,1,0,0,5,5.2,5,4.6,0,0.0,0,0.0
12808,1,1,0,0,4,4.2,5,4.2,1,0.0,1,0.0
12809,1,1,0,0,4,4.25,4,3.8,1,1.0,1,1.0
12810,1,1,0,0,3,3.25,4,4.0,1,2.0,1,2.0
12811,1,1,0,0,2,3.6666666666666665,4,3.5,1,3.0,1,3.0
12812,1,1,0,0,1,4.0,3,3.0,1,4.0,1,4.0
12813,1,1,0,0,1,4.0,2,3.3333333333333335,1,5.0,1,5.0
12814,1,1,0,0,1,1.0,1,3.5,1,6.0,1,6.0
12815,1,1,0,0,1,1.0,0,4.0,1,7.0,1,7.0
12816,1,1,0,0,0,1.0,0,0.0,1,8.0,1,8.0
12817,1,1,0,0,1,0.0,0,0.0,1,9.0,1,9.0
12818,1,1,0,0,1,1.0,1,0.0,1,10.0,1,10.0
12819,1,1,0,0,1,1.0,1,1.0,1,11.0,1,11.0
12820,1,1,0,0,1,1.0,0,1.0,2,12.0,2,12.0
12821,1,1,0,0,0,1.0,0,0.0,2,7.0,2,7.0
12822,1,1,0,0,1,0.0,1,0.0,2,8.0,3,8.0
12823,1,1,0,0,1,1.0,0,1.0,2,9.0,3,6.333333333333333
12824,1,1,0,0,0,1.0,1,0.0,2,10.0,3,7.333333333333333
12825,1,1,0,0,1,0.0,0,1.0,2,11.0,3,8.333333333333334
12826,1,1,0,0,0,1.0,0,0.0,2,12.0,3,9.333333333333334
12827,1,1,0,0,1,0.0,1,0.0,2,13.0,3,10.333333333333334
12828,1,1,0,0,0,1.0,1,1.0,2,14.0,4,11.333333333333334
12829,1,1,0,0,1,0.0,0,1.0,2,15.0,4,9.5
12830,1,1,0,0,0,1.0,1,0.0,2,16.0,4,10.5
12831,1,1,0,0,0,0.0,1,1.0,2,17.0,4,11.5
12832,1,1,0,0,1,0.0,0,1.0,3,18.0,5,12.5
12833,1,1,0,0,1,1.0,1,0.0,3,13.0,5,11.0
12834,1,1,0,0,1,1.0,1,1.0,3,14.0,5,12.0
12835,1,1,0,0,0,1.0,1,1.0,3,15.0,5,13.0
12836,1,1,0,0,0,0.0,1,1.0,3,16.0,5,14.0
12837,1,1,0,0,0,0.0,0,1.0,3,17.0,5,15.0
12838,1,1,0,0,0,0.0,1,0.0,3,18.0,5,16.0
12839,1,1,0,0,1,0.0,0,1.0,4,19.0,6,17.0
12840,1,1,0,0,1,1.0,1,0.0,4,15.25,6,15.166666666666666
12841,1,1,0,0,0,1.0,0,1.0,4,16.25,6,16.166666666666668
12842,1,1,0,0,1,0.0,0,0.0,4,17.25,6,17.166666666666668
12843,1,1,0,0,0,1.0,1,0.0,4,18.25,6,18.166666666666668
12844,1,1,0,0,0,0.0,1,1.0,4,19.25,6,19.166666666666668
12845,1,1,0,0,0,0.0,1,1.0,4,20.25,6,20.166666666666668
12846,1,1,0,0,1,0.0,0,1.0,4,21.25,6,21.166666666666668
12847,1,1,0,0,0,1.0,0,0.0,4,22.25,6,22.166666666666668
12848,1,1,0,0,1,0.0,0,0.0,4,23.25,6,23.166666666666668
12849,1,1,0,0,0,1.0,1,0.0,4,24.25,6,24.166666666666668
12850,1,1,0,0,0,0.0,0,1.0,4,25.25,6,25.166666666666668
12851,1,1,0,0,0,0.0,0,0.0,4,26.25,6,26.166666666666668
12852,1,1,0,0,0,0.0,1,0.0,4,27.25,6,27.166666666666668
12853,1,1,0,0,0,0.0,1,1.0,4,28.25,6,28.166666666666668
12854,1,1,0,0,0,0.0,1,1.0,4,29.25,7,29.166666666666668
12855,0,0,1,1,0,0.0,0,1.0,4,30.25,7,26.0
12856,0,0,1,1,0,0.0,0,0.0,3,31.25,6,27.0
12857,0,0,1,1,0,0.0,0,0.0,2,26.666666666666668,5,24.5
12858,0,0,1,1,1,0.0,1,0.0,1,22.5,5,23.0
12859,0,0,1,1,1,1.0,2,1.0,0,20.0,4,16.8
12860,0,0,1,1,2,2.0,3,1.5,0,0.0,3,14.25
12861,0,0,1,1,3,2.0,4,2.0,1,0.0,3,10.666666666666666
12862,0,0,1,1,4,2.3333333333333335,4,2.5,0,1.0,2,4.333333333333333
12863,0,0,1,1,5,2.75,4,3.5,0,0.0,1,3.5
12864,0,0,1,1,6,3.2,5,4.5,1,0.0,1,3.0
12865,1,1,0,0,7,3.6666666666666665,5,4.6,0,1.0,0,1.0
12866,1,1,0,0,6,4.142857142857143,4,5.6,0,0.0,0,0.0
12867,1,1,0,0,5,4.5,4,6.0,1,0.0,0,0.0
12868,1,1,0,0,5,5.0,4,5.0,1,1.0,0,0.0
12869,1,1,0,0,5,4.6,4,4.0,1,2.0,0,0.0
12870,1,1,0,0,4,4.2,3,3.0,1,3.0,0,0.0
12871,1,1,0,0,3,4.5,3,3.0,1,4.0,0,0.0
12872,1,1,0,0,2,4.666666666666667,3,2.6666666666666665,1,5.0,0,0.0
12873,1,1,0,0,1,4.5,2,2.3333333333333335,1,6.0,0,0.0
12874,1,1,0,0,1,5.0,2,2.5,1,7.0,0,0.0
12875,1,1,0,0,0,1.0,2,2.0,1,8.0,0,0.0
12876,1,1,0,0,0,0.0,2,1.5,1,9.0,0,0.0
12877,1,1,0,0,0,0.0,1,1.5,1,10.0,0,0.0
12878,1,1,0,0,0,0.0,1,2.0,1,11.0,0,0.0
12879,1,1,0,0,1,0.0,0,1.0,1,12.0,0,0.0
12880,1,1,0,0,1,1.0,0,0.0,1,13.0,0,0.0
12881,1,1,0,0,0,1.0,0,0.0,1,14.0,0,0.0
12882,1,1,0,0,0,0.0,1,0.0,2,15.0,1,0.0
12883,1,1,0,0,0,0.0,1,1.0,2,8.5,1,1.0
12884,1,1,0,0,0,0.0,0,1.0,2,9.5,1,2.0
12885,1,1,0,0,0,0.0,0,0.0,2,10.5,1,3.0
12886,1,1,0,0,1,0.0,1,0.0,3,11.5,1,4.0
12887,1,1,0,0,1,1.0,1,1.0,3,8.666666666666666,2,5.0
12888,1,1,0,0,0,1.0,0,1.0,3,9.666666666666666,2,3.5
12889,1,1,0,0,1,0.0,1,0.0,3,10.666666666666666,3,4.5
12890,1,1,0,0,1,1.0,1,1.0,3,11.666666666666666,4,4.0
12891,1,1,0,0,0,1.0,1,1.0,3,12.666666666666666,4,4.0
12892,1,1,0,0,1,0.0,0,1.0,3,13.666666666666666,4,5.0
12893,1,1,0,0,0,1.0,0,0.0,3,14.666666666666666,5,6.0
12894,1,1,0,0,0,0.0,0,0.0,4,15.666666666666666,5,5.8
12895,1,1,0,0,0,0.0,0,0.0,5,12.75,5,6.8
12896,1,1,0,0,0,0.0,1,0.0,5,11.2,5,7.8
12897,1,1,0,0,1,0.0,0,1.0,5,12.2,5,8.8
12898,0,0,1,1,0,1.0,0,0.0,6,13.2,5,9.8
12899,0,0,1,1,0,0.0,1,0.0,5,12.0,4,10.8
12900,0,0,1,1,1,0.0,1,1.0,4,9.0,3,10.25
12901,0,0,1,1,1,1.0,2,2.0,3,7.75,2,10.333333333333334
12902,0,0,1,1,1,2.0,2,2.0,2,6.333333333333333,1,10.5
12903,0,0,1,1,2,3.0,3,3.0,1,6.5,0,10.0
12904,0,0,1,1,2,2.5,3,3.0,0,6.0,0,0.0
12905,0,0,1,1,2,3.5,3,4.0,1,0.0,0,0.0
12906,0,0,1,1,2,4.5,4,5.0,0,1.0,0,0.0
12907,0,0,1,1,3,5.5,4,4.75,0,0.0,0,0.0
12908,0,0,1,1,3,4.666666666666667,5,5.75,0,0.0,0,0.0
12909,0,0,1,1,3,5.666666666666667,5,5.6,0,0.0,0,0.0
12910,0,0,1,1,3,6.666666666666667,5,6.6,1,0.0,0,0.0
12911,0,0,1,1,4,7.666666666666667,5,7.6,0,1.0,1,0.0
12912,0,0,1,1,5,6.75,5,8.6,0,0.0,0,1.0
12913,1,1,0,0,6,6.4,5,9.6,0,0.0,0,0.0
12914,1,1,0,0,5,6.333333333333333,4,10.6,0,0.0,0,0.0
12915,1,1,0,0,5,5.8,3,10.5,1,0.0,0,0.0
12916,1,1,0,0,4,4.4,2,10.333333333333334,1,1.0,0,0.0
12917,1,1,0,0,3,4.25,2,10.0,1,2.0,0,0.0
12918,1,1,0,0,2,4.666666666666667,1,5.5,1,3.0,0,0.0
12919,1,1,0,0,1,5.0,1,2.0,1,4.0,0,0.0
12920,1,1,0,0,0,5.0,1,1.0,1,5.0,0,0.0
12921,1,1,0,0,0,0.0,0,1.0,1,6.0,0,0.0
12922,1,1,0,0,1,0.0,1,0.0,1,7.0,0,0.0
12923,1,1,0,0,1,1.0,0,1.0,1,8.0,0,0.0
12924,1,1,0,0,0,1.0,0,0.0,2,9.0,0,0.0
12925,1,1,0,0,0,0.0,1,0.0,2,5.5,0,0.0
12926,1,1,0,0,1,0.0,1,1.0,2,6.5,0,0.0
12927,1,1,0,0,0,1.0,1,1.0,2,7.5,0,0.0
12928,1,1,0,0,1,0.0,1,1.0,2,8.5,0,0.0
12929,1,1,0,0,1,1.0,0,1.0,2,9.5,0,0.0
12930,1,1,0,0,0,1.0,1,0.0,3,10.5,0,0.0
12931,1,1,0,0,0,0.0,1,1.0,3,8.0,1,0.0
12932,1,1,0,0,0,0.0,1,1.0,3,9.0,1,1.0
12933,1,1,0,0,0,0.0,0,1.0,3,10.0,1,2.0
12934,1,1,0,0,0,0.0,1,0.0,3,11.0,1,3.0
12935,1,1,0,0,1,0.0,0,1.0,4,12.0,1,4.0
12936,1,1,0,0,0,1.0,0,0.0,4,10.0,1,5.0
12937,1,1,0,0,0,0.0,0,0.0,4,11.0,2,6.0
12938,1,1,0,0,0,0.0,0,0.0,4,12.0,3,4.0
12939,1,1,0,0,1,0.0,1,0.0,4,13.0,4,3.6666666666666665
12940,1,1,0,0,0,1.0,0,1.0,4,14.0,4,3.75
12941,1,1,0,0,1,0.0,1,0.0,4,15.0,4,4.75
12942,1,1,0,0,1,1.0,0,1.0,5,16.0,4,5.75
12943,1,1,0,0,1,1.0,0,0.0,5,13.8,4,6.75
12944,1,1,0,0,1,1.0,1,0.0,5,14.8,4,7.75
12945,1,1,0,0,0,1.0,1,1.0,5,15.8,4,8.75
12946,1,1,0,0,1,0.0,1,1.0,5,16.8,4,9.75
12947,1,1,0,0,1,1.0,1,1.0,6,17.8,4,10.75
12948,1,1,0,0,1,1.0,0,1.0,6,15.833333333333334,4,11.75
12949,1,1,0,0,1,1.0,1,0.0,6,16.833333333333332,4,12.75
12950,1,1,0,0,0,1.0,0,1.0,6,17.833333333333332,4,13.75
12951,1,1,0,0,0,0.0,1,0.0,6,18.833333333333332,5,14.75
12952,1,1,0,0,0,0.0,1,1.0,6,19.833333333333332,5,12.8
12953,1,1,0,0,0,0.0,1,1.0,6,20.833333333333332,5,13.8
12954,0,0,1,1,0,0.0,0,1.0,6,21.833333333333332,6,14.8
12955,0,0,1,1,1,0.0,1,0.0,5,22.833333333333332,5,13.333333333333334
12956,0,0,1,1,2,1.0,2,1.0,4,20.4,4,12.2
12957,0,0,1,1,3,1.5,3,1.5,3,18.5,3,11.5
12958,0,0,1,1,3,2.0,4,2.0,2,16.666666666666668,2,10.0
12959,0,0,1,1,4,3.0,5,2.5,1,14.5,1,6.5
12960,0,0,1,1,4,3.25,6,3.0,0,13.0,1,6.0
12961,0,0,1,1,4,4.25,6,3.5,0,0.0,0,1.0
12962,1,1,0,0,5,5.25,7,4.5,0,0.0,1,0.0
12963,1,1,0,0,4,5.2,7,4.857142857142857,0,0.0,1,1.0
12964,1,1,0,0,3,5.5,6,4.714285714285714,1,0.0,1,2.0
12965,1,1,0,0,3,5.666666666666667,6,5.166666666666667,1,1.0,1,3.0
12966,1,1,0,0,2,4.0,5,4.833333333333333,1,2.0,1,4.0
12967,1,1,0,0,2,3.5,5,5.2,1,3.0,1,5.0
12968,1,1,0,0,1,2.0,4,4.6,1,4.0,1,6.0
12969,1,1,0,0,0,2.0,3,4.75,1,5.0,1,7.0
12970,1,1,0,0,1,0.0,2,5.0,1,6.0,1,8.0
12971,1,1,0,0,1,1.0,1,5.0,2,7.0,1,9.0
12972,1,1,0,0,0,1.0,0,5.0,2,4.5,1,10.0
12973,1,1,0,0,1,0.0,0,0.0,2,5.5,1,11.0
12974,1,1,0,0,0,1.0,1,0.0,2,6.5,1,12.0
12975,1,1,0,0,1,0.0,0,1.0,2,7.5,1,13.0
12976,1,1,0,0,1,1.0,1,0.0,2,8.5,1,14.0
12977,1,1,0,0,1,1.0,1,1.0,2,9.5,1,15.0
12978,1,1,0,0,0,1.0,0,1.0,2,10.5,1,16.0
12979,1,1,0,0,1,0.0,1,0.0,2,11.5,1,17.0
12980,1,1,0,0,1,1.0,0,1.0,2,12.5,2,18.0
12981,1,1,0,0,0,1.0,0,0.0,2,13.5,3,10.0
12982,1,1,0,0,0,0.0,0,0.0,2,14.5,3,7.666666666666667
12983,1,1,0,0,1,0.0,0,0.0,2,15.5,3,8.666666666666666
12984,1,1,0,0,0,1.0,0,0.0,2,16.5,3,9.666666666666666
12985,1,1,0,0,0,0.0,0,0.0,2,17.5,3,10.666666666666666
12986,1,1,0,0,1,0.0,0,0.0,2,18.5,3,11.666666666666666
12987,1,1,0,0,1,1.0,0,0.0,2,19.5,4,12.666666666666666
12988,1,1,0,0,0,1.0,1,0.0,2,20.5,4,10.5
12989,1,1,0,0,1,0.0,1,1.0,2,21.5,4,11.5
12990,1,1,0,0,0,1.0,0,1.0,2,22.5,4,12.5
12991,1,1,0,0,0,0.0,0,0.0,2,23.5,4,13.5
12992,1,1,0,0,0,0.0,1,0.0,2,24.5,4,14.5
12993,1,1,0,0,1,0.0,1,1.0,2,25.5,4,15.5
12994,1,1,0,0,0,1.0,1,1.0,3,26.5,4,16.5
12995,1,1,0,0,0,0.0,1,1.0,4,18.666666666666668,4,17.5
12996,1,1,0,0,1,0.0,0,1.0,4,15.0,4,18.5
12997,1,1,0,0,0,1.0,0,0.0,4,16.0,4,19.5
12998,1,1,0,0,0,0.0,0,0.0,4,17.0,4,20.5
12999,1,1,0,0,1,0.0,1,0.0,4,18.0,4,21.5
13000,1,1,0,0,0,1.0,1,1.0,4,19.0,4,22.5
13001,1,1,0,0,0,0.0,0,1.0,4,20.0,5,23.5
13002,1,1,0,0,1,0.0,1,0.0,4,21.0,5,19.8
13003,1,1,0,0,1,1.0,0,1.0,5,22.0,5,20.8
13004,1,1,0,0,1,1.0,0,0.0,5,18.6,5,21.8
13005,1,1,0,0,1,1.0,0,0.0,5,19.6,5,22.8
13006,1,1,0,0,1,1.0,1,0.0,5,20.6,5,23.8
13007,1,1,0,0,0,1.0,1,1.0,5,21.6,5,24.8
13008,1,1,0,0,0,0.0,1,1.0,5,22.6,6,25.8
13009,1,1,0,0,0,0.0,1,1.0,5,23.6,6,22.5
13010,0,0,1,1,0,0.0,0,1.0,5,24.6,6,23.5
13011,0,0,1,1,0,0.0,0,0.0,4,25.6,5,24.5
13012,0,0,1,1,0,0.0,0,0.0,4,21.25,4,20.6
13013,0,0,1,1,1,0.0,1,0.0,3,12.0,3,18.75
13014,0,0,1,1,1,1.0,1,1.0,2,10.666666666666666,2,15.333333333333334
13015,0,0,1,1,2,2.0,1,2.0,2,7.5,1,10.5
13016,0,0,1,1,2,2.0,1,3.0,1,2.5,0,8.0
13017,0,0,1,1,3,3.0,2,4.0,0,2.0,0,0.0
13018,0,0,1,1,3,3.0,3,3.0,0,0.0,0,0.0
13019,0,0,1,1,3,4.0,3,3.0,0,0.0,1,0.0
13020,0,0,1,1,3,5.0,4,4.0,0,0.0,0,1.0
13021,0,0,1,1,3,6.0,4,4.0,0,0.0,0,0.0
13022,0,0,1,1,3,7.0,5,5.0,1,0.0,0,0.0
13023,0,0,1,1,4,8.0,6,5.0,0,1.0,0,0.0
13024,0,0,1,1,4,7.0,6,5.166666666666667,0,0.0,0,0.0
13025,0,0,1,1,4,8.0,6,6.166666666666667,0,0.0,0,0.0
13026,1,1,0,0,5,9.0,6,7.166666666666667,0,0.0,0,0.0
13027,1,1,0,0,4,8.2,6,8.166666666666666,0,0.0,0,0.0
13028,1,1,0,0,4,7.75,6,6.833333333333333,0,0.0,0,0.0
13029,1,1,0,0,4,5.5,5,6.0,0,0.0,0,0.0
13030,1,1,0,0,4,3.5,5,6.0,0,0.0,0,0.0
13031,1,1,0,0,4,2.75,4,5.0,0,0.0,0,0.0
13032,1,1,0,0,3,2.5,4,5.0,0,0.0,0,0.0
13033,1,1,0,0,2,3.0,4,3.75,0,0.0,0,0.0
13034,1,1,0,0,1,3.5,3,3.25,0,0.0,0,0.0
