timestep,light_state_north,light_state_south,light_state_east,light_state_west,cars_north_lane,cars_south_lane,cars_east_lane,cars_west_lane,north_avg_wait_time,south_avg_wait_time,east_avg_wait_time,west_avg_wait_time
2965,0,0,1,1,2,2,0,0,4.0,4.0,0.0,0.0
2966,0,0,1,1,2,2,0,0,5.0,5.0,0.0,0.0
2967,0,0,1,1,2,2,0,0,6.0,6.0,0.0,0.0
2968,0,0,1,1,2,2,0,0,7.0,7.0,0.0,0.0
2969,0,0,1,1,3,3,0,0,5.333333333333333,5.333333333333333,0.0,0.0
2970,0,0,1,1,3,3,0,0,6.333333333333333,6.333333333333333,0.0,0.0
2971,0,0,1,1,3,3,0,0,7.333333333333333,7.333333333333333,0.0,0.0
2972,0,0,1,1,4,4,0,0,6.25,6.25,0.0,0.0
2973,1,1,0,0,5,5,0,0,5.8,5.8,0.0,0.0
2974,1,1,0,0,4,4,0,0,5.0,5.0,0.0,0.0
2975,1,1,0,0,3,3,0,0,3.6666666666666665,3.6666666666666665,0.0,0.0
2976,1,1,0,0,3,3,0,0,2.3333333333333335,2.3333333333333335,0.0,0.0
2977,1,1,0,0,3,3,0,0,1.6666666666666667,1.6666666666666667,0.0,0.0
2978,1,1,0,0,3,3,1,1,1.0,1.0,0.0,0.0
2979,1,1,0,0,3,3,2,2,1.0,1.0,0.5,0.5
2980,1,1,0,0,3,3,3,3,1.0,1.0,1.0,1.0
2981,1,1,0,0,2,2,3,3,1.5,1.5,2.0,2.0
2982,1,1,0,0,1,1,3,3,2.0,2.0,3.0,3.0
2983,1,1,0,0,0,0,3,3,0.0,0.0,4.0,4.0
2984,1,1,0,0,0,0,3,3,0.0,0.0,5.0,5.0
2985,1,1,0,0,0,0,4,4,0.0,0.0,4.5,4.5
2986,1,1,0,0,0,0,4,4,0.0,0.0,5.5,5.5
2987,1,1,0,0,0,0,4,4,0.0,0.0,6.5,6.5
2988,0,0,1,1,0,0,5,5,0.0,0.0,6.0,6.0
2989,0,0,1,1,0,0,4,4,0.0,0.0,6.0,6.0
2990,0,0,1,1,0,0,3,3,0.0,0.0,5.666666666666667,5.666666666666667
2991,0,0,1,1,0,0,2,2,0.0,0.0,4.5,4.5
2992,0,0,1,1,1,1,2,2,0.0,0.0,2.0,2.0
2993,0,0,1,1,1,1,1,1,1.0,1.0,1.0,1.0
2994,0,0,1,1,1,1,0,0,2.0,2.0,0.0,0.0
2995,0,0,1,1,1,1,0,0,3.0,3.0,0.0,0.0
2996,0,0,1,1,1,1,0,0,4.0,4.0,0.0,0.0
2997,0,0,1,1,1,1,0,0,5.0,5.0,0.0,0.0
2998,0,0,1,1,1,1,0,0,6.0,6.0,0.0,0.0
2999,0,0,1,1,1,1,0,0,7.0,7.0,0.0,0.0
3000,0,0,1,1,2,2,0,0,4.0,4.0,0.0,0.0
3001,0,0,1,1,3,3,0,0,3.3333333333333335,3.3333333333333335,0.0,0.0
3002,0,0,1,1,3,3,0,0,4.333333333333333,4.333333333333333,0.0,0.0
3003,0,0,1,1,4,4,0,0,4.0,4.0,0.0,0.0
3004,1,1,0,0,5,5,0,0,4.0,4.0,0.0,0.0
3005,1,1,0,0,5,5,0,0,2.4,2.4,0.0,0.0
3006,1,1,0,0,4,4,0,0,2.75,2.75,0.0,0.0
3007,1,1,0,0,4,4,1,1,2.25,2.25,0.0,0.0
3008,1,1,0,0,4,4,1,1,2.0,2.0,1.0,1.0
3009,1,1,0,0,3,3,1,1,2.3333333333333335,2.3333333333333335,2.0,2.0
3010,1,1,0,0,2,2,1,1,2.5,2.5,3.0,3.0
3011,1,1,0,0,1,1,1,1,3.0,3.0,4.0,4.0
3012,1,1,0,0,0,0,1,1,0.0,0.0,5.0,5.0
3013,1,1,0,0,0,0,1,1,0.0,0.0,6.0,6.0
3014,1,1,0,0,0,0,1,1,0.0,0.0,7.0,7.0
3015,1,1,0,0,0,0,1,1,0.0,0.0,8.0,8.0
3016,1,1,0,0,0,0,1,1,0.0,0.0,9.0,9.0
3017,1,1,0,0,0,0,1,1,0.0,0.0,10.0,10.0
3018,1,1,0,0,0,0,1,1,0.0,0.0,11.0,11.0
3019,1,1,0,0,0,0,1,1,0.0,0.0,12.0,12.0
3020,1,1,0,0,0,0,1,1,0.0,0.0,13.0,13.0
3021,1,1,0,0,0,0,1,1,0.0,0.0,14.0,14.0
3022,1,1,0,0,0,0,1,1,0.0,0.0,15.0,15.0
3023,1,1,0,0,0,0,1,1,0.0,0.0,16.0,16.0
3024,1,1,0,0,0,0,1,1,0.0,0.0,17.0,17.0
3025,1,1,0,0,0,0,1,1,0.0,0.0,18.0,18.0
3026,1,1,0,0,0,0,2,2,0.0,0.0,9.5,9.5
3027,1,1,0,0,0,0,2,2,0.0,0.0,10.5,10.5
3028,1,1,0,0,0,0,2,2,0.0,0.0,11.5,11.5
3029,1,1,0,0,0,0,2,2,0.0,0.0,12.5,12.5
3030,1,1,0,0,0,0,2,2,0.0,0.0,13.5,13.5
3031,1,1,0,0,0,0,2,2,0.0,0.0,14.5,14.5
3032,1,1,0,0,0,0,3,3,0.0,0.0,10.333333333333334,10.333333333333334
3033,1,1,0,0,0,0,3,3,0.0,0.0,11.333333333333334,11.333333333333334
3034,1,1,0,0,0,0,4,4,0.0,0.0,9.25,9.25
3035,1,1,0,0,0,0,4,4,0.0,0.0,10.25,10.25
3036,1,1,0,0,0,0,4,4,0.0,0.0,11.25,11.25
3037,1,1,0,0,0,0,4,4,0.0,0.0,12.25,12.25
3038,1,1,0,0,0,0,4,4,0.0,0.0,13.25,13.25
3039,1,1,0,0,0,0,4,4,0.0,0.0,14.25,14.25
3040,1,1,0,0,0,0,4,4,0.0,0.0,15.25,15.25
3041,1,1,0,0,0,0,4,4,0.0,0.0,16.25,16.25
3042,1,1,0,0,0,0,4,4,0.0,0.0,17.25,17.25
3043,1,1,0,0,0,0,4,4,0.0,0.0,18.25,18.25
3044,1,1,0,0,0,0,4,4,0.0,0.0,19.25,19.25
3045,1,1,0,0,0,0,4,4,0.0,0.0,20.25,20.25
3046,1,1,0,0,0,0,4,4,0.0,0.0,21.25,21.25
3047,0,0,1,1,0,0,5,5,0.0,0.0,17.8,17.8
3048,0,0,1,1,0,0,4,4,0.0,0.0,13.25,13.25
3049,0,0,1,1,0,0,3,3,0.0,0.0,11.333333333333334,11.333333333333334
3050,0,0,1,1,0,0,2,2,0.0,0.0,9.5,9.5
3051,0,0,1,1,1,1,1,1,0.0,0.0,4.0,4.0
3052,0,0,1,1,1,1,0,0,1.0,1.0,0.0,0.0
3053,0,0,1,1,2,2,0,0,1.0,1.0,0.0,0.0
3054,0,0,1,1,2,2,0,0,2.0,2.0,0.0,0.0
3055,0,0,1,1,2,2,0,0,3.0,3.0,0.0,0.0
3056,0,0,1,1,2,2,0,0,4.0,4.0,0.0,0.0
3057,0,0,1,1,2,2,0,0,5.0,5.0,0.0,0.0
3058,0,0,1,1,2,2,0,0,6.0,6.0,0.0,0.0
3059,0,0,1,1,2,2,0,0,7.0,7.0,0.0,0.0
3060,0,0,1,1,3,3,0,0,5.333333333333333,5.333333333333333,0.0,0.0
3061,0,0,1,1,3,3,0,0,6.333333333333333,6.333333333333333,0.0,0.0
3062,0,0,1,1,4,4,0,0,5.5,5.5,0.0,0.0
3063,1,1,0,0,5,5,0,0,5.2,5.2,0.0,0.0
3064,1,1,0,0,5,5,1,1,3.6,3.6,0.0,0.0
3065,1,1,0,0,4,4,1,1,2.75,2.75,1.0,1.0
3066,1,1,0,0,4,4,2,2,2.25,2.25,1.0,1.0
3067,1,1,0,0,3,3,2,2,2.6666666666666665,2.6666666666666665,2.0,2.0
3068,1,1,0,0,2,2,2,2,3.0,3.0,3.0,3.0
3069,1,1,0,0,1,1,2,2,3.0,3.0,4.0,4.0
3070,1,1,0,0,0,0,2,2,0.0,0.0,5.0,5.0
3071,1,1,0,0,0,0,2,2,0.0,0.0,6.0,6.0
3072,1,1,0,0,0,0,3,3,0.0,0.0,4.666666666666667,4.666666666666667
3073,1,1,0,0,0,0,3,3,0.0,0.0,5.666666666666667,5.666666666666667
3074,1,1,0,0,0,0,3,3,0.0,0.0,6.666666666666667,6.666666666666667
3075,1,1,0,0,0,0,3,3,0.0,0.0,7.666666666666667,7.666666666666667
3076,1,1,0,0,0,0,3,3,0.0,0.0,8.666666666666666,8.666666666666666
3077,1,1,0,0,0,0,3,3,0.0,0.0,9.666666666666666,9.666666666666666
3078,1,1,0,0,0,0,4,4,0.0,0.0,8.0,8.0
3079,0,0,1,1,0,0,5,5,0.0,0.0,7.2,7.2
3080,0,0,1,1,0,0,4,4,0.0,0.0,6.25,6.25
3081,0,0,1,1,1,1,3,3,0.0,0.0,4.666666666666667,4.666666666666667
3082,0,0,1,1,1,1,2,2,1.0,1.0,3.5,3.5
3083,0,0,1,1,2,2,1,1,1.0,1.0,4.0,4.0
3084,0,0,1,1,2,2,0,0,2.0,2.0,0.0,0.0
3085,0,0,1,1,2,2,0,0,3.0,3.0,0.0,0.0
3086,0,0,1,1,2,2,0,0,4.0,4.0,0.0,0.0
3087,0,0,1,1,2,2,0,0,5.0,5.0,0.0,0.0
3088,0,0,1,1,3,3,0,0,4.0,4.0,0.0,0.0
3089,0,0,1,1,3,3,0,0,5.0,5.0,0.0,0.0
3090,0,0,1,1,4,4,0,0,4.5,4.5,0.0,0.0
3091,0,0,1,1,4,4,0,0,5.5,5.5,0.0,0.0
3092,1,1,0,0,5,5,0,0,5.2,5.2,0.0,0.0
3093,1,1,0,0,5,5,0,0,3.8,3.8,0.0,0.0
3094,1,1,0,0,4,4,0,0,3.25,3.25,0.0,0.0
3095,1,1,0,0,4,4,1,1,2.5,2.5,0.0,0.0
3096,1,1,0,0,4,4,1,1,2.0,2.0,1.0,1.0
3097,1,1,0,0,3,3,1,1,2.3333333333333335,2.3333333333333335,2.0,2.0
3098,1,1,0,0,2,2,1,1,2.5,2.5,3.0,3.0
3099,1,1,0,0,2,2,1,1,1.5,1.5,4.0,4.0
3100,1,1,0,0,1,1,1,1,1.0,1.0,5.0,5.0
3101,1,1,0,0,0,0,1,1,0.0,0.0,6.0,6.0
3102,1,1,0,0,0,0,1,1,0.0,0.0,7.0,7.0
3103,1,1,0,0,0,0,1,1,0.0,0.0,8.0,8.0
3104,1,1,0,0,0,0,1,1,0.0,0.0,9.0,9.0
3105,1,1,0,0,0,0,1,1,0.0,0.0,10.0,10.0
3106,1,1,0,0,0,0,2,2,0.0,0.0,5.5,5.5
3107,1,1,0,0,0,0,2,2,0.0,0.0,6.5,6.5
3108,1,1,0,0,0,0,2,2,0.0,0.0,7.5,7.5
3109,1,1,0,0,0,0,3,3,0.0,0.0,5.666666666666667,5.666666666666667
3110,1,1,0,0,0,0,3,3,0.0,0.0,6.666666666666667,6.666666666666667
3111,1,1,0,0,0,0,3,3,0.0,0.0,7.666666666666667,7.666666666666667
3112,1,1,0,0,0,0,3,3,0.0,0.0,8.666666666666666,8.666666666666666
3113,1,1,0,0,0,0,3,3,0.0,0.0,9.666666666666666,9.666666666666666
3114,1,1,0,0,0,0,3,3,0.0,0.0,10.666666666666666,10.666666666666666
3115,1,1,0,0,0,0,3,3,0.0,0.0,11.666666666666666,11.666666666666666
3116,1,1,0,0,0,0,3,3,0.0,0.0,12.666666666666666,12.666666666666666
3117,1,1,0,0,0,0,3,3,0.0,0.0,13.666666666666666,13.666666666666666
3118,1,1,0,0,0,0,3,3,0.0,0.0,14.666666666666666,14.666666666666666
3119,1,1,0,0,0,0,3,3,0.0,0.0,15.666666666666666,15.666666666666666
3120,1,1,0,0,0,0,3,3,0.0,0.0,16.666666666666668,16.666666666666668
3121,1,1,0,0,0,0,3,3,0.0,0.0,17.666666666666668,17.666666666666668
3122,1,1,0,0,0,0,3,3,0.0,0.0,18.666666666666668,18.666666666666668
3123,1,1,0,0,0,0,3,3,0.0,0.0,19.666666666666668,19.666666666666668
3124,1,1,0,0,0,0,3,3,0.0,0.0,20.666666666666668,20.666666666666668
3125,1,1,0,0,0,0,3,3,0.0,0.0,21.666666666666668,21.666666666666668
3126,1,1,0,0,0,0,3,3,0.0,0.0,22.666666666666668,22.666666666666668
3127,1,1,0,0,0,0,3,3,0.0,0.0,23.666666666666668,23.666666666666668
3128,1,1,0,0,0,0,3,3,0.0,0.0,24.666666666666668,24.666666666666668
3129,1,1,0,0,0,0,3,3,0.0,0.0,25.666666666666668,25.666666666666668
3130,1,1,0,0,0,0,3,3,0.0,0.0,26.666666666666668,26.666666666666668
3131,1,1,0,0,0,0,3,3,0.0,0.0,27.666666666666668,27.666666666666668
3132,1,1,0,0,0,0,3,3,0.0,0.0,28.666666666666668,28.666666666666668
3133,1,1,0,0,0,0,3,3,0.0,0.0,29.666666666666668,29.666666666666668
3134,1,1,0,0,0,0,4,4,0.0,0.0,23.0,23.0
3135,0,0,1,1,0,0,5,5,0.0,0.0,19.2,19.2
3136,0,0,1,1,0,0,4,4,0.0,0.0,15.0,15.0
3137,0,0,1,1,0,0,3,3,0.0,0.0,11.0,11.0
3138,0,0,1,1,0,0,2,2,0.0,0.0,3.5,3.5
3139,0,0,1,1,0,0,2,2,0.0,0.0,2.0,2.0
3140,0,0,1,1,0,0,1,1,0.0,0.0,1.0,1.0
3141,0,0,1,1,1,1,0,0,0.0,0.0,0.0,0.0
3142,0,0,1,1,2,2,0,0,0.5,0.5,0.0,0.0
3143,0,0,1,1,2,2,0,0,1.5,1.5,0.0,0.0
3144,0,0,1,1,2,2,0,0,2.5,2.5,0.0,0.0
3145,0,0,1,1,3,3,0,0,2.3333333333333335,2.3333333333333335,0.0,0.0
3146,0,0,1,1,3,3,0,0,3.3333333333333335,3.3333333333333335,0.0,0.0
3147,0,0,1,1,4,4,0,0,3.25,3.25,0.0,0.0
3148,0,0,1,1,4,4,0,0,4.25,4.25,0.0,0.0
3149,0,0,1,1,4,4,0,0,5.25,5.25,0.0,0.0
3150,1,1,0,0,5,5,0,0,5.0,5.0,0.0,0.0
3151,1,1,0,0,5,5,0,0,4.0,4.0,0.0,0.0
3152,1,1,0,0,4,4,0,0,3.75,3.75,0.0,0.0
3153,1,1,0,0,3,3,0,0,3.6666666666666665,3.6666666666666665,0.0,0.0
3154,1,1,0,0,2,2,0,0,3.5,3.5,0.0,0.0
3155,1,1,0,0,1,1,0,0,4.0,4.0,0.0,0.0
3156,1,1,0,0,1,1,0,0,0.0,0.0,0.0,0.0
3157,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
3158,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
3159,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
3160,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
3161,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
3162,1,1,0,0,0,0,1,1,0.0,0.0,0.0,0.0
3163,1,1,0,0,0,0,1,1,0.0,0.0,1.0,1.0
3164,1,1,0,0,0,0,1,1,0.0,0.0,2.0,2.0
3165,1,1,0,0,0,0,2,2,0.0,0.0,1.5,1.5
3166,1,1,0,0,0,0,3,3,0.0,0.0,1.6666666666666667,1.6666666666666667
3167,1,1,0,0,0,0,4,4,0.0,0.0,2.0,2.0
3168,1,1,0,0,0,0,4,4,0.0,0.0,3.0,3.0
3169,0,0,1,1,0,0,5,5,0.0,0.0,3.2,3.2
3170,0,0,1,1,1,1,5,5,0.0,0.0,2.6,2.6
3171,0,0,1,1,1,1,4,4,1.0,1.0,3.0,3.0
3172,0,0,1,1,2,2,4,4,1.0,1.0,2.5,2.5
3173,0,0,1,1,2,2,3,3,2.0,2.0,2.6666666666666665,2.6666666666666665
3174,0,0,1,1,3,3,2,2,2.0,2.0,3.0,3.0
3175,0,0,1,1,3,3,1,1,3.0,3.0,3.0,3.0
3176,0,0,1,1,4,4,0,0,3.0,3.0,0.0,0.0
3177,0,0,1,1,4,4,0,0,4.0,4.0,0.0,0.0
3178,1,1,0,0,5,5,0,0,4.0,4.0,0.0,0.0
3179,1,1,0,0,4,4,0,0,4.0,4.0,0.0,0.0
3180,1,1,0,0,3,3,0,0,4.0,4.0,0.0,0.0
3181,1,1,0,0,2,2,0,0,4.0,4.0,0.0,0.0
3182,1,1,0,0,1,1,0,0,4.0,4.0,0.0,0.0
3183,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
3184,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
3185,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
3186,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
3187,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
3188,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
3189,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
3190,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
3191,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
3192,1,1,0,0,0,0,1,1,0.0,0.0,0.0,0.0
3193,1,1,0,0,0,0,1,1,0.0,0.0,1.0,1.0
3194,1,1,0,0,0,0,1,1,0.0,0.0,2.0,2.0
3195,1,1,0,0,0,0,1,1,0.0,0.0,3.0,3.0
3196,1,1,0,0,0,0,2,2,0.0,0.0,2.0,2.0
3197,1,1,0,0,0,0,3,3,0.0,0.0,2.0,2.0
3198,1,1,0,0,0,0,3,3,0.0,0.0,3.0,3.0
3199,1,1,0,0,0,0,4,4,0.0,0.0,3.0,3.0
3200,0,0,1,1,0,0,5,5,0.0,0.0,3.2,3.2
3201,0,0,1,1,0,0,4,4,0.0,0.0,3.0,3.0
3202,0,0,1,1,0,0,3,3,0.0,0.0,3.3333333333333335,3.3333333333333335
3203,0,0,1,1,0,0,2,2,0.0,0.0,3.5,3.5
3204,0,0,1,1,0,0,1,1,0.0,0.0,4.0,4.0
3205,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0
3206,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0
3207,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0
3208,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0
3209,0,0,1,1,1,1,0,0,0.0,0.0,0.0,0.0
3210,0,0,1,1,1,1,0,0,1.0,1.0,0.0,0.0
3211,0,0,1,1,1,1,0,0,2.0,2.0,0.0,0.0
3212,0,0,1,1,1,1,0,0,3.0,3.0,0.0,0.0
3213,0,0,1,1,1,1,0,0,4.0,4.0,0.0,0.0
3214,0,0,1,1,1,1,0,0,5.0,5.0,0.0,0.0
3215,0,0,1,1,2,2,0,0,3.0,3.0,0.0,0.0
3216,0,0,1,1,3,3,0,0,2.6666666666666665,2.6666666666666665,0.0,0.0
3217,0,0,1,1,3,3,0,0,3.6666666666666665,3.6666666666666665,0.0,0.0
3218,0,0,1,1,3,3,0,0,4.666666666666667,4.666666666666667,0.0,0.0
3219,0,0,1,1,3,3,0,0,5.666666666666667,5.666666666666667,0.0,0.0
3220,0,0,1,1,3,3,0,0,6.666666666666667,6.666666666666667,0.0,0.0
3221,0,0,1,1,3,3,0,0,7.666666666666667,7.666666666666667,0.0,0.0
3222,0,0,1,1,4,4,0,0,6.5,6.5,0.0,0.0
3223,0,0,1,1,4,4,0,0,7.5,7.5,0.0,0.0
3224,1,1,0,0,5,5,0,0,6.8,6.8,0.0,0.0
3225,1,1,0,0,4,4,0,0,5.75,5.75,0.0,0.0
3226,1,1,0,0,4,4,0,0,4.0,4.0,0.0,0.0
3227,1,1,0,0,3,3,0,0,3.0,3.0,0.0,0.0
3228,1,1,0,0,2,2,0,0,3.0,3.0,0.0,0.0
3229,1,1,0,0,1,1,0,0,3.0,3.0,0.0,0.0
3230,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
3231,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
3232,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
3233,1,1,0,0,0,0,1,1,0.0,0.0,0.0,0.0
3234,1,1,0,0,0,0,1,1,0.0,0.0,1.0,1.0
3235,1,1,0,0,0,0,2,2,0.0,0.0,1.0,1.0
3236,1,1,0,0,0,0,2,2,0.0,0.0,2.0,2.0
3237,1,1,0,0,0,0,2,2,0.0,0.0,3.0,3.0
3238,1,1,0,0,0,0,2,2,0.0,0.0,4.0,4.0
3239,1,1,0,0,0,0,2,2,0.0,0.0,5.0,5.0
3240,1,1,0,0,0,0,3,3,0.0,0.0,4.0,4.0
3241,1,1,0,0,0,0,3,3,0.0,0.0,5.0,5.0
3242,1,1,0,0,0,0,4,4,0.0,0.0,4.5,4.5
3243,0,0,1,1,0,0,5,5,0.0,0.0,4.4,4.4
3244,0,0,1,1,0,0,4,4,0.0,0.0,4.0,4.0
3245,0,0,1,1,1,1,4,4,0.0,0.0,2.5,2.5
3246,0,0,1,1,2,2,3,3,0.5,0.5,2.6666666666666665,2.6666666666666665
3247,0,0,1,1,2,2,2,2,1.5,1.5,3.0,3.0
3248,0,0,1,1,2,2,1,1,2.5,2.5,3.0,3.0
3249,0,0,1,1,2,2,0,0,3.5,3.5,0.0,0.0
3250,0,0,1,1,2,2,0,0,4.5,4.5,0.0,0.0
3251,0,0,1,1,2,2,0,0,5.5,5.5,0.0,0.0
3252,0,0,1,1,3,3,0,0,4.333333333333333,4.333333333333333,0.0,0.0
3253,0,0,1,1,3,3,0,0,5.333333333333333,5.333333333333333,0.0,0.0
3254,0,0,1,1,4,4,0,0,4.75,4.75,0.0,0.0
3255,0,0,1,1,4,4,0,0,5.75,5.75,0.0,0.0
3256,0,0,1,1,4,4,0,0,6.75,6.75,0.0,0.0
3257,0,0,1,1,4,4,0,0,7.75,7.75,0.0,0.0
3258,0,0,1,1,4,4,0,0,8.75,8.75,0.0,0.0
3259,1,1,0,0,5,5,0,0,7.8,7.8,0.0,0.0
3260,1,1,0,0,4,4,0,0,7.25,7.25,0.0,0.0
3261,1,1,0,0,4,4,1,1,4.5,4.5,0.0,0.0
3262,1,1,0,0,4,4,2,2,3.0,3.0,0.5,0.5
3263,1,1,0,0,3,3,2,2,2.3333333333333335,2.3333333333333335,1.5,1.5
3264,1,1,0,0,2,2,3,3,2.5,2.5,1.6666666666666667,1.6666666666666667
3265,1,1,0,0,1,1,3,3,3.0,3.0,2.6666666666666665,2.6666666666666665
3266,1,1,0,0,0,0,3,3,0.0,0.0,3.6666666666666665,3.6666666666666665
3267,1,1,0,0,0,0,4,4,0.0,0.0,3.5,3.5
3268,1,1,0,0,0,0,4,4,0.0,0.0,4.5,4.5
3269,1,1,0,0,0,0,4,4,0.0,0.0,5.5,5.5
3270,1,1,0,0,0,0,4,4,0.0,0.0,6.5,6.5
3271,1,1,0,0,0,0,4,4,0.0,0.0,7.5,7.5
3272,1,1,0,0,0,0,4,4,0.0,0.0,8.5,8.5
3273,1,1,0,0,0,0,4,4,0.0,0.0,9.5,9.5
3274,1,1,0,0,0,0,4,4,0.0,0.0,10.5,10.5
3275,1,1,0,0,0,0,4,4,0.0,0.0,11.5,11.5
3276,1,1,0,0,0,0,4,4,0.0,0.0,12.5,12.5
3277,1,1,0,0,0,0,4,4,0.0,0.0,13.5,13.5
3278,1,1,0,0,0,0,4,4,0.0,0.0,14.5,14.5
3279,1,1,0,0,0,0,4,4,0.0,0.0,15.5,15.5
3280,1,1,0,0,0,0,4,4,0.0,0.0,16.5,16.5
3281,0,0,1,1,0,0,5,5,0.0,0.0,14.0,14.0
3282,0,0,1,1,0,0,4,4,0.0,0.0,13.5,13.5
3283,0,0,1,1,0,0,3,3,0.0,0.0,12.333333333333334,12.333333333333334
3284,0,0,1,1,0,0,2,2,0.0,0.0,10.0,10.0
3285,0,0,1,1,0,0,1,1,0.0,0.0,4.0,4.0
3286,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0
3287,0,0,1,1,1,1,0,0,0.0,0.0,0.0,0.0
3288,0,0,1,1,1,1,0,0,1.0,1.0,0.0,0.0
3289,0,0,1,1,1,1,0,0,2.0,2.0,0.0,0.0
3290,0,0,1,1,2,2,0,0,1.5,1.5,0.0,0.0
3291,0,0,1,1,2,2,0,0,2.5,2.5,0.0,0.0
3292,0,0,1,1,2,2,0,0,3.5,3.5,0.0,0.0
3293,0,0,1,1,2,2,0,0,4.5,4.5,0.0,0.0
3294,0,0,1,1,3,3,0,0,3.6666666666666665,3.6666666666666665,0.0,0.0
3295,0,0,1,1,3,3,0,0,4.666666666666667,4.666666666666667,0.0,0.0
3296,0,0,1,1,3,3,0,0,5.666666666666667,5.666666666666667,0.0,0.0
3297,0,0,1,1,3,3,0,0,6.666666666666667,6.666666666666667,0.0,0.0
3298,0,0,1,1,4,4,0,0,5.75,5.75,0.0,0.0
3299,0,0,1,1,4,4,0,0,6.75,6.75,0.0,0.0
3300,1,1,0,0,5,5,0,0,6.2,6.2,0.0,0.0
3301,1,1,0,0,5,5,1,1,4.4,4.4,0.0,0.0
3302,1,1,0,0,4,4,1,1,3.75,3.75,1.0,1.0
3303,1,1,0,0,4,4,2,2,2.5,2.5,1.0,1.0
3304,1,1,0,0,3,3,3,3,2.6666666666666665,2.6666666666666665,1.3333333333333333,1.3333333333333333
3305,1,1,0,0,2,2,3,3,3.0,3.0,2.3333333333333335,2.3333333333333335
3306,1,1,0,0,2,2,4,4,1.5,1.5,2.5,2.5
3307,1,1,0,0,1,1,4,4,1.0,1.0,3.5,3.5
3308,1,1,0,0,0,0,4,4,0.0,0.0,4.5,4.5
3309,1,1,0,0,0,0,4,4,0.0,0.0,5.5,5.5
3310,1,1,0,0,0,0,4,4,0.0,0.0,6.5,6.5
3311,1,1,0,0,0,0,4,4,0.0,0.0,7.5,7.5
3312,0,0,1,1,0,0,5,5,0.0,0.0,6.8,6.8
3313,0,0,1,1,0,0,4,4,0.0,0.0,6.75,6.75
3314,0,0,1,1,0,0,3,3,0.0,0.0,6.666666666666667,6.666666666666667
3315,0,0,1,1,0,0,2,2,0.0,0.0,6.0,6.0
3316,0,0,1,1,0,0,1,1,0.0,0.0,4.0,4.0
3317,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0
3318,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0
3319,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0
3320,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0
3321,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0
3322,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0
3323,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0
3324,0,0,1,1,1,1,0,0,0.0,0.0,0.0,0.0
3325,0,0,1,1,1,1,0,0,1.0,1.0,0.0,0.0
3326,0,0,1,1,1,1,0,0,2.0,2.0,0.0,0.0
3327,0,0,1,1,1,1,0,0,3.0,3.0,0.0,0.0
3328,0,0,1,1,1,1,0,0,4.0,4.0,0.0,0.0
3329,0,0,1,1,2,2,0,0,2.5,2.5,0.0,0.0
3330,0,0,1,1,2,2,0,0,3.5,3.5,0.0,0.0
3331,0,0,1,1,3,3,0,0,3.0,3.0,0.0,0.0
3332,0,0,1,1,4,4,0,0,3.0,3.0,0.0,0.0
3333,1,1,0,0,5,5,0,0,3.2,3.2,0.0,0.0
3334,1,1,0,0,4,4,0,0,2.75,2.75,0.0,0.0
3335,1,1,0,0,3,3,0,0,3.0,3.0,0.0,0.0
3336,1,1,0,0,3,3,1,1,2.3333333333333335,2.3333333333333335,0.0,0.0
3337,1,1,0,0,2,2,1,1,2.5,2.5,1.0,1.0
3338,1,1,0,0,2,2,1,1,1.0,1.0,2.0,2.0
3339,1,1,0,0,1,1,1,1,1.0,1.0,3.0,3.0
3340,1,1,0,0,0,0,1,1,0.0,0.0,4.0,4.0
3341,1,1,0,0,0,0,2,2,0.0,0.0,2.5,2.5
