timestep,light_state_north,light_state_south,light_state_east,light_state_west,cars_north_lane,cars_south_lane,cars_east_lane,cars_west_lane,north_avg_wait_time,south_avg_wait_time,east_avg_wait_time,west_avg_wait_time
1,1,1,0,0,0,0,1,1,0.0,0.0,0.0,0.0
2,1,1,0,0,0,0,1,1,0.0,0.0,1.0,1.0
3,1,1,0,0,0,0,1,1,0.0,0.0,2.0,2.0
4,1,1,0,0,0,0,1,1,0.0,0.0,3.0,3.0
5,1,1,0,0,0,0,1,1,0.0,0.0,4.0,4.0
6,1,1,0,0,0,0,1,1,0.0,0.0,5.0,5.0
7,1,1,0,0,0,0,1,1,0.0,0.0,6.0,6.0
8,1,1,0,0,0,0,1,1,0.0,0.0,7.0,7.0
9,1,1,0,0,0,0,2,2,0.0,0.0,4.0,4.0
10,1,1,0,0,0,0,2,2,0.0,0.0,5.0,5.0
11,1,1,0,0,0,0,2,2,0.0,0.0,6.0,6.0
12,1,1,0,0,0,0,3,3,0.0,0.0,4.666666666666667,4.666666666666667
13,1,1,0,0,0,0,3,3,0.0,0.0,5.666666666666667,5.666666666666667
14,1,1,0,0,0,0,3,3,0.0,0.0,6.666666666666667,6.666666666666667
15,1,1,0,0,0,0,4,4,0.0,0.0,5.75,5.75
16,1,1,0,0,0,0,4,4,0.0,0.0,6.75,6.75
17,1,1,0,0,0,0,4,4,0.0,0.0,7.75,7.75
18,1,1,0,0,0,0,4,4,0.0,0.0,8.75,8.75
19,0,0,1,1,0,0,5,5,0.0,0.0,7.8,7.8
20,0,0,1,1,0,0,4,4,0.0,0.0,6.25,6.25
21,0,0,1,1,0,0,3,3,0.0,0.0,5.666666666666667,5.666666666666667
22,0,0,1,1,1,1,2,2,0.0,0.0,5.0,5.0
23,0,0,1,1,2,2,1,1,0.5,0.5,4.0,4.0
24,0,0,1,1,2,2,0,0,1.5,1.5,0.0,0.0
25,0,0,1,1,2,2,0,0,2.5,2.5,0.0,0.0
26,0,0,1,1,2,2,0,0,3.5,3.5,0.0,0.0
27,0,0,1,1,2,2,0,0,4.5,4.5,0.0,0.0
28,0,0,1,1,3,3,0,0,3.6666666666666665,3.6666666666666665,0.0,0.0
29,0,0,1,1,4,4,0,0,3.5,3.5,0.0,0.0
30,0,0,1,1,4,4,0,0,4.5,4.5,0.0,0.0
31,1,1,0,0,5,5,0,0,4.4,4.4,0.0,0.0
32,1,1,0,0,5,5,0,0,3.4,3.4,0.0,0.0
33,1,1,0,0,4,4,0,0,3.0,3.0,0.0,0.0
34,1,1,0,0,4,4,0,0,2.5,2.5,0.0,0.0
35,1,1,0,0,4,4,0,0,2.0,2.0,0.0,0.0
36,1,1,0,0,3,3,0,0,2.3333333333333335,2.3333333333333335,0.0,0.0
37,1,1,0,0,3,3,0,0,1.6666666666666667,1.6666666666666667,0.0,0.0
38,1,1,0,0,3,3,0,0,1.3333333333333333,1.3333333333333333,0.0,0.0
39,1,1,0,0,2,2,0,0,1.5,1.5,0.0,0.0
40,1,1,0,0,1,1,0,0,2.0,2.0,0.0,0.0
41,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
42,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
43,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
44,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
45,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
46,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
47,1,1,0,0,0,0,1,1,0.0,0.0,0.0,0.0
48,1,1,0,0,0,0,1,1,0.0,0.0,1.0,1.0
49,1,1,0,0,0,0,1,1,0.0,0.0,2.0,2.0
50,1,1,0,0,0,0,2,2,0.0,0.0,1.5,1.5
51,1,1,0,0,0,0,2,2,0.0,0.0,2.5,2.5
52,1,1,0,0,0,0,2,2,0.0,0.0,3.5,3.5
53,1,1,0,0,0,0,2,2,0.0,0.0,4.5,4.5
54,1,1,0,0,0,0,2,2,0.0,0.0,5.5,5.5
55,1,1,0,0,0,0,2,2,0.0,0.0,6.5,6.5
56,1,1,0,0,0,0,2,2,0.0,0.0,7.5,7.5
57,1,1,0,0,0,0,2,2,0.0,0.0,8.5,8.5
58,1,1,0,0,0,0,2,2,0.0,0.0,9.5,9.5
59,1,1,0,0,0,0,2,2,0.0,0.0,10.5,10.5
60,1,1,0,0,0,0,2,2,0.0,0.0,11.5,11.5
61,1,1,0,0,0,0,2,2,0.0,0.0,12.5,12.5
62,1,1,0,0,0,0,2,2,0.0,0.0,13.5,13.5
63,1,1,0,0,0,0,2,2,0.0,0.0,14.5,14.5
64,1,1,0,0,0,0,2,2,0.0,0.0,15.5,15.5
65,1,1,0,0,0,0,2,2,0.0,0.0,16.5,16.5
66,1,1,0,0,0,0,2,2,0.0,0.0,17.5,17.5
67,1,1,0,0,0,0,2,2,0.0,0.0,18.5,18.5
68,1,1,0,0,0,0,2,2,0.0,0.0,19.5,19.5
69,1,1,0,0,0,0,2,2,0.0,0.0,20.5,20.5
70,1,1,0,0,0,0,2,2,0.0,0.0,21.5,21.5
71,1,1,0,0,0,0,2,2,0.0,0.0,22.5,22.5
72,1,1,0,0,0,0,2,2,0.0,0.0,23.5,23.5
73,1,1,0,0,0,0,2,2,0.0,0.0,24.5,24.5
74,1,1,0,0,0,0,2,2,0.0,0.0,25.5,25.5
75,1,1,0,0,0,0,3,3,0.0,0.0,17.666666666666668,17.666666666666668
76,1,1,0,0,0,0,3,3,0.0,0.0,18.666666666666668,18.666666666666668
77,1,1,0,0,0,0,3,3,0.0,0.0,19.666666666666668,19.666666666666668
78,1,1,0,0,0,0,3,3,0.0,0.0,20.666666666666668,20.666666666666668
79,1,1,0,0,0,0,3,3,0.0,0.0,21.666666666666668,21.666666666666668
80,1,1,0,0,0,0,3,3,0.0,0.0,22.666666666666668,22.666666666666668
81,1,1,0,0,0,0,3,3,0.0,0.0,23.666666666666668,23.666666666666668
82,1,1,0,0,0,0,3,3,0.0,0.0,24.666666666666668,24.666666666666668
83,1,1,0,0,0,0,4,4,0.0,0.0,19.25,19.25
84,0,0,1,1,0,0,5,5,0.0,0.0,16.2,16.2
85,0,0,1,1,0,0,4,4,0.0,0.0,12.0,12.0
86,0,0,1,1,0,0,3,3,0.0,0.0,5.333333333333333,5.333333333333333
87,0,0,1,1,0,0,2,2,0.0,0.0,3.5,3.5
88,0,0,1,1,0,0,2,2,0.0,0.0,2.0,2.0
89,0,0,1,1,1,1,2,2,0.0,0.0,0.5,0.5
90,0,0,1,1,1,1,1,1,1.0,1.0,1.0,1.0
91,0,0,1,1,1,1,0,0,2.0,2.0,0.0,0.0
92,0,0,1,1,2,2,0,0,1.5,1.5,0.0,0.0
93,0,0,1,1,2,2,0,0,2.5,2.5,0.0,0.0
94,0,0,1,1,2,2,0,0,3.5,3.5,0.0,0.0
95,0,0,1,1,2,2,0,0,4.5,4.5,0.0,0.0
96,0,0,1,1,3,3,0,0,3.6666666666666665,3.6666666666666665,0.0,0.0
97,0,0,1,1,3,3,0,0,4.666666666666667,4.666666666666667,0.0,0.0
98,0,0,1,1,4,4,0,0,4.25,4.25,0.0,0.0
99,0,0,1,1,4,4,0,0,5.25,5.25,0.0,0.0
100,1,1,0,0,5,5,0,0,5.0,5.0,0.0,0.0
101,1,1,0,0,4,4,0,0,4.5,4.5,0.0,0.0
102,1,1,0,0,3,3,0,0,4.0,4.0,0.0,0.0
103,1,1,0,0,2,2,0,0,4.0,4.0,0.0,0.0
104,1,1,0,0,1,1,0,0,4.0,4.0,0.0,0.0
105,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
106,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
107,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
108,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
109,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
110,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
111,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
112,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
113,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
114,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
115,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
116,1,1,0,0,0,0,1,1,0.0,0.0,0.0,0.0
117,1,1,0,0,0,0,1,1,0.0,0.0,1.0,1.0
118,1,1,0,0,0,0,1,1,0.0,0.0,2.0,2.0
119,1,1,0,0,0,0,1,1,0.0,0.0,3.0,3.0
120,1,1,0,0,0,0,1,1,0.0,0.0,4.0,4.0
121,1,1,0,0,0,0,1,1,0.0,0.0,5.0,5.0
122,1,1,0,0,0,0,1,1,0.0,0.0,6.0,6.0
123,1,1,0,0,0,0,2,2,0.0,0.0,3.5,3.5
124,1,1,0,0,0,0,2,2,0.0,0.0,4.5,4.5
125,1,1,0,0,0,0,2,2,0.0,0.0,5.5,5.5
126,1,1,0,0,0,0,2,2,0.0,0.0,6.5,6.5
127,1,1,0,0,0,0,3,3,0.0,0.0,5.0,5.0
128,1,1,0,0,0,0,3,3,0.0,0.0,6.0,6.0
129,1,1,0,0,0,0,3,3,0.0,0.0,7.0,7.0
130,1,1,0,0,0,0,3,3,0.0,0.0,8.0,8.0
131,1,1,0,0,0,0,4,4,0.0,0.0,6.75,6.75
132,1,1,0,0,0,0,4,4,0.0,0.0,7.75,7.75
133,0,0,1,1,0,0,5,5,0.0,0.0,7.0,7.0
134,0,0,1,1,0,0,4,4,0.0,0.0,5.5,5.5
135,0,0,1,1,1,1,4,4,0.0,0.0,3.5,3.5
136,0,0,1,1,1,1,3,3,1.0,1.0,3.0,3.0
137,0,0,1,1,1,1,2,2,2.0,2.0,3.0,3.0
138,0,0,1,1,1,1,1,1,3.0,3.0,3.0,3.0
139,0,0,1,1,1,1,0,0,4.0,4.0,0.0,0.0
140,0,0,1,1,1,1,0,0,5.0,5.0,0.0,0.0
141,0,0,1,1,1,1,0,0,6.0,6.0,0.0,0.0
142,0,0,1,1,1,1,0,0,7.0,7.0,0.0,0.0
143,0,0,1,1,2,2,0,0,4.0,4.0,0.0,0.0
144,0,0,1,1,2,2,0,0,5.0,5.0,0.0,0.0
145,0,0,1,1,2,2,0,0,6.0,6.0,0.0,0.0
146,0,0,1,1,3,3,0,0,4.666666666666667,4.666666666666667,0.0,0.0
147,0,0,1,1,4,4,0,0,4.25,4.25,0.0,0.0
148,0,0,1,1,4,4,0,0,5.25,5.25,0.0,0.0
149,1,1,0,0,5,5,0,0,5.0,5.0,0.0,0.0
150,1,1,0,0,5,5,1,1,3.0,3.0,0.0,0.0
151,1,1,0,0,4,4,1,1,3.0,3.0,1.0,1.0
152,1,1,0,0,3,3,1,1,3.3333333333333335,3.3333333333333335,2.0,2.0
153,1,1,0,0,2,2,1,1,3.5,3.5,3.0,3.0
154,1,1,0,0,1,1,1,1,4.0,4.0,4.0,4.0
155,1,1,0,0,0,0,1,1,0.0,0.0,5.0,5.0
156,1,1,0,0,0,0,1,1,0.0,0.0,6.0,6.0
157,1,1,0,0,0,0,1,1,0.0,0.0,7.0,7.0
158,1,1,0,0,0,0,1,1,0.0,0.0,8.0,8.0
159,1,1,0,0,0,0,1,1,0.0,0.0,9.0,9.0
160,1,1,0,0,0,0,1,1,0.0,0.0,10.0,10.0
161,1,1,0,0,0,0,1,1,0.0,0.0,11.0,11.0
162,1,1,0,0,0,0,1,1,0.0,0.0,12.0,12.0
163,1,1,0,0,0,0,2,2,0.0,0.0,6.5,6.5
164,1,1,0,0,0,0,3,3,0.0,0.0,5.0,5.0
165,1,1,0,0,0,0,4,4,0.0,0.0,4.5,4.5
166,0,0,1,1,0,0,5,5,0.0,0.0,4.4,4.4
167,0,0,1,1,0,0,4,4,0.0,0.0,2.5,2.5
168,0,0,1,1,0,0,3,3,0.0,0.0,3.0,3.0
169,0,0,1,1,1,1,3,3,0.0,0.0,2.3333333333333335,2.3333333333333335
170,0,0,1,1,2,2,3,3,0.5,0.5,1.6666666666666667,1.6666666666666667
171,0,0,1,1,2,2,2,2,1.5,1.5,1.5,1.5
172,0,0,1,1,3,3,2,2,1.6666666666666667,1.6666666666666667,1.0,1.0
173,0,0,1,1,3,3,1,1,2.6666666666666665,2.6666666666666665,1.0,1.0
174,0,0,1,1,4,4,0,0,2.75,2.75,0.0,0.0
175,0,0,1,1,4,4,0,0,3.75,3.75,0.0,0.0
176,1,1,0,0,5,5,0,0,3.8,3.8,0.0,0.0
177,1,1,0,0,4,4,0,0,4.0,4.0,0.0,0.0
178,1,1,0,0,3,3,0,0,4.0,4.0,0.0,0.0
179,1,1,0,0,2,2,0,0,4.0,4.0,0.0,0.0
180,1,1,0,0,2,2,0,0,2.0,2.0,0.0,0.0
181,1,1,0,0,1,1,0,0,1.0,1.0,0.0,0.0
182,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
183,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
184,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
185,1,1,0,0,0,0,1,1,0.0,0.0,0.0,0.0
186,1,1,0,0,0,0,1,1,0.0,0.0,1.0,1.0
187,1,1,0,0,0,0,1,1,0.0,0.0,2.0,2.0
188,1,1,0,0,0,0,1,1,0.0,0.0,3.0,3.0
189,1,1,0,0,0,0,1,1,0.0,0.0,4.0,4.0
190,1,1,0,0,0,0,1,1,0.0,0.0,5.0,5.0
191,1,1,0,0,0,0,2,2,0.0,0.0,3.0,3.0
192,1,1,0,0,0,0,2,2,0.0,0.0,4.0,4.0
193,1,1,0,0,0,0,3,3,0.0,0.0,3.3333333333333335,3.3333333333333335
194,1,1,0,0,0,0,3,3,0.0,0.0,4.333333333333333,4.333333333333333
195,1,1,0,0,0,0,3,3,0.0,0.0,5.333333333333333,5.333333333333333
196,1,1,0,0,0,0,3,3,0.0,0.0,6.333333333333333,6.333333333333333
197,1,1,0,0,0,0,4,4,0.0,0.0,5.5,5.5
198,1,1,0,0,0,0,4,4,0.0,0.0,6.5,6.5
199,1,1,0,0,0,0,4,4,0.0,0.0,7.5,7.5
200,1,1,0,0,0,0,4,4,0.0,0.0,8.5,8.5
201,1,1,0,0,0,0,4,4,0.0,0.0,9.5,9.5
202,1,1,0,0,0,0,4,4,0.0,0.0,10.5,10.5
203,0,0,1,1,0,0,5,5,0.0,0.0,9.2,9.2
204,0,0,1,1,1,1,5,5,0.0,0.0,6.4,6.4
205,0,0,1,1,2,2,5,5,0.5,0.5,4.6,4.6
206,0,0,1,1,2,2,4,4,1.5,1.5,3.75,3.75
207,0,0,1,1,3,3,4,4,1.6666666666666667,1.6666666666666667,2.25,2.25
208,0,0,1,1,4,4,4,4,2.0,2.0,2.0,2.0
209,0,0,1,1,4,4,3,3,3.0,3.0,2.3333333333333335,2.3333333333333335
210,0,0,1,1,5,5,3,3,3.2,3.2,1.6666666666666667,1.6666666666666667
211,0,0,1,1,5,5,2,2,4.2,4.2,2.0,2.0
212,0,0,1,1,6,6,2,2,4.333333333333333,4.333333333333333,1.0,1.0
213,1,1,0,0,6,6,1,1,5.333333333333333,5.333333333333333,1.0,1.0
214,1,1,0,0,5,5,1,1,5.6,5.6,2.0,2.0
215,1,1,0,0,5,5,2,2,4.6,4.6,1.5,1.5
216,1,1,0,0,4,4,2,2,4.75,4.75,2.5,2.5
217,1,1,0,0,3,3,3,3,4.666666666666667,4.666666666666667,2.3333333333333335,2.3333333333333335
218,1,1,0,0,2,2,4,4,4.5,4.5,2.5,2.5
219,1,1,0,0,1,1,4,4,4.0,4.0,3.5,3.5
220,1,1,0,0,0,0,4,4,0.0,0.0,4.5,4.5
221,1,1,0,0,0,0,4,4,0.0,0.0,5.5,5.5
222,1,1,0,0,0,0,4,4,0.0,0.0,6.5,6.5
223,1,1,0,0,0,0,4,4,0.0,0.0,7.5,7.5
224,1,1,0,0,0,0,4,4,0.0,0.0,8.5,8.5
225,1,1,0,0,0,0,4,4,0.0,0.0,9.5,9.5
226,1,1,0,0,0,0,4,4,0.0,0.0,10.5,10.5
227,1,1,0,0,0,0,4,4,0.0,0.0,11.5,11.5
228,1,1,0,0,0,0,4,4,0.0,0.0,12.5,12.5
229,0,0,1,1,0,0,5,5,0.0,0.0,10.8,10.8
230,0,0,1,1,0,0,4,4,0.0,0.0,10.25,10.25
231,0,0,1,1,0,0,3,3,0.0,0.0,9.666666666666666,9.666666666666666
232,0,0,1,1,1,1,2,2,0.0,0.0,8.5,8.5
233,0,0,1,1,2,2,1,1,0.5,0.5,4.0,4.0
234,0,0,1,1,3,3,0,0,1.0,1.0,0.0,0.0
235,0,0,1,1,3,3,0,0,2.0,2.0,0.0,0.0
236,0,0,1,1,3,3,0,0,3.0,3.0,0.0,0.0
237,0,0,1,1,4,4,0,0,3.0,3.0,0.0,0.0
238,0,0,1,1,4,4,0,0,4.0,4.0,0.0,0.0
239,1,1,0,0,5,5,0,0,4.0,4.0,0.0,0.0
240,1,1,0,0,5,5,0,0,3.4,3.4,0.0,0.0
241,1,1,0,0,5,5,1,1,2.8,2.8,0.0,0.0
242,1,1,0,0,4,4,1,1,2.75,2.75,1.0,1.0
243,1,1,0,0,3,3,1,1,3.0,3.0,2.0,2.0
244,1,1,0,0,2,2,1,1,3.5,3.5,3.0,3.0
245,1,1,0,0,2,2,1,1,2.0,2.0,4.0,4.0
246,1,1,0,0,2,2,1,1,0.5,0.5,5.0,5.0
247,1,1,0,0,1,1,1,1,1.0,1.0,6.0,6.0
248,1,1,0,0,0,0,1,1,0.0,0.0,7.0,7.0
249,1,1,0,0,0,0,1,1,0.0,0.0,8.0,8.0
250,1,1,0,0,0,0,1,1,0.0,0.0,9.0,9.0
251,1,1,0,0,0,0,1,1,0.0,0.0,10.0,10.0
252,1,1,0,0,0,0,1,1,0.0,0.0,11.0,11.0
253,1,1,0,0,0,0,1,1,0.0,0.0,12.0,12.0
254,1,1,0,0,0,0,2,2,0.0,0.0,6.5,6.5
255,1,1,0,0,0,0,2,2,0.0,0.0,7.5,7.5
256,1,1,0,0,0,0,3,3,0.0,0.0,5.666666666666667,5.666666666666667
257,1,1,0,0,0,0,3,3,0.0,0.0,6.666666666666667,6.666666666666667
258,1,1,0,0,0,0,3,3,0.0,0.0,7.666666666666667,7.666666666666667
259,1,1,0,0,0,0,3,3,0.0,0.0,8.666666666666666,8.666666666666666
260,1,1,0,0,0,0,3,3,0.0,0.0,9.666666666666666,9.666666666666666
261,1,1,0,0,0,0,3,3,0.0,0.0,10.666666666666666,10.666666666666666
262,1,1,0,0,0,0,3,3,0.0,0.0,11.666666666666666,11.666666666666666
263,1,1,0,0,0,0,3,3,0.0,0.0,12.666666666666666,12.666666666666666
264,1,1,0,0,0,0,3,3,0.0,0.0,13.666666666666666,13.666666666666666
265,1,1,0,0,0,0,3,3,0.0,0.0,14.666666666666666,14.666666666666666
266,1,1,0,0,0,0,3,3,0.0,0.0,15.666666666666666,15.666666666666666
267,1,1,0,0,0,0,3,3,0.0,0.0,16.666666666666668,16.666666666666668
268,1,1,0,0,0,0,4,4,0.0,0.0,13.25,13.25
269,1,1,0,0,0,0,4,4,0.0,0.0,14.25,14.25
270,1,1,0,0,0,0,4,4,0.0,0.0,15.25,15.25
271,1,1,0,0,0,0,4,4,0.0,0.0,16.25,16.25
272,1,1,0,0,0,0,4,4,0.0,0.0,17.25,17.25
273,1,1,0,0,0,0,4,4,0.0,0.0,18.25,18.25
274,1,1,0,0,0,0,4,4,0.0,0.0,19.25,19.25
275,1,1,0,0,0,0,4,4,0.0,0.0,20.25,20.25
276,0,0,1,1,0,0,5,5,0.0,0.0,17.0,17.0
277,0,0,1,1,0,0,4,4,0.0,0.0,13.5,13.5
278,0,0,1,1,0,0,3,3,0.0,0.0,11.333333333333334,11.333333333333334
279,0,0,1,1,0,0,2,2,0.0,0.0,7.0,7.0
280,0,0,1,1,0,0,1,1,0.0,0.0,4.0,4.0
281,0,0,1,1,1,1,1,1,0.0,0.0,0.0,0.0
282,0,0,1,1,1,1,0,0,1.0,1.0,0.0,0.0
283,0,0,1,1,1,1,0,0,2.0,2.0,0.0,0.0
284,0,0,1,1,1,1,0,0,3.0,3.0,0.0,0.0
285,0,0,1,1,2,2,0,0,2.0,2.0,0.0,0.0
286,0,0,1,1,2,2,0,0,3.0,3.0,0.0,0.0
287,0,0,1,1,3,3,0,0,2.6666666666666665,2.6666666666666665,0.0,0.0
288,0,0,1,1,3,3,0,0,3.6666666666666665,3.6666666666666665,0.0,0.0
289,0,0,1,1,4,4,0,0,3.5,3.5,0.0,0.0
290,0,0,1,1,4,4,0,0,4.5,4.5,0.0,0.0
291,0,0,1,1,4,4,0,0,5.5,5.5,0.0,0.0
292,0,0,1,1,4,4,0,0,6.5,6.5,0.0,0.0
293,0,0,1,1,4,4,0,0,7.5,7.5,0.0,0.0
294,0,0,1,1,4,4,0,0,8.5,8.5,0.0,0.0
295,1,1,0,0,5,5,0,0,7.6,7.6,0.0,0.0
296,1,1,0,0,5,5,1,1,5.6,5.6,0.0,0.0
297,1,1,0,0,5,5,2,2,4.2,4.2,0.5,0.5
298,1,1,0,0,4,4,2,2,3.75,3.75,1.5,1.5
299,1,1,0,0,4,4,3,3,2.25,2.25,1.6666666666666667,1.6666666666666667
300,1,1,0,0,3,3,3,3,2.6666666666666665,2.6666666666666665,2.6666666666666665,2.6666666666666665
301,1,1,0,0,3,3,3,3,2.0,2.0,3.6666666666666665,3.6666666666666665
302,1,1,0,0,2,2,3,3,2.0,2.0,4.666666666666667,4.666666666666667
303,1,1,0,0,1,1,3,3,2.0,2.0,5.666666666666667,5.666666666666667
304,1,1,0,0,0,0,3,3,0.0,0.0,6.666666666666667,6.666666666666667
305,1,1,0,0,0,0,3,3,0.0,0.0,7.666666666666667,7.666666666666667
306,1,1,0,0,0,0,3,3,0.0,0.0,8.666666666666666,8.666666666666666
307,1,1,0,0,0,0,3,3,0.0,0.0,9.666666666666666,9.666666666666666
308,1,1,0,0,0,0,3,3,0.0,0.0,10.666666666666666,10.666666666666666
309,1,1,0,0,0,0,3,3,0.0,0.0,11.666666666666666,11.666666666666666
310,1,1,0,0,0,0,4,4,0.0,0.0,9.5,9.5
311,0,0,1,1,0,0,5,5,0.0,0.0,8.4,8.4
312,0,0,1,1,0,0,4,4,0.0,0.0,7.75,7.75
313,0,0,1,1,0,0,3,3,0.0,0.0,6.333333333333333,6.333333333333333
314,0,0,1,1,1,1,3,3,0.0,0.0,2.3333333333333335,2.3333333333333335
315,0,0,1,1,2,2,2,2,0.5,0.5,2.5,2.5
316,0,0,1,1,3,3,2,2,1.0,1.0,1.0,1.0
317,0,0,1,1,3,3,1,1,2.0,2.0,1.0,1.0
318,0,0,1,1,3,3,0,0,3.0,3.0,0.0,0.0
319,0,0,1,1,3,3,0,0,4.0,4.0,0.0,0.0
320,0,0,1,1,3,3,0,0,5.0,5.0,0.0,0.0
321,0,0,1,1,4,4,0,0,4.5,4.5,0.0,0.0
322,0,0,1,1,4,4,0,0,5.5,5.5,0.0,0.0
323,0,0,1,1,4,4,0,0,6.5,6.5,0.0,0.0
324,0,0,1,1,4,4,0,0,7.5,7.5,0.0,0.0
325,1,1,0,0,5,5,0,0,6.8,6.8,0.0,0.0
326,1,1,0,0,5,5,1,1,5.4,5.4,0.0,0.0
327,1,1,0,0,4,4,1,1,5.0,5.0,1.0,1.0
328,1,1,0,0,4,4,1,1,3.0,3.0,2.0,2.0
329,1,1,0,0,3,3,1,1,2.6666666666666665,2.6666666666666665,3.0,3.0
330,1,1,0,0,2,2,1,1,3.0,3.0,4.0,4.0
331,1,1,0,0,1,1,1,1,3.0,3.0,5.0,5.0
332,1,1,0,0,0,0,1,1,0.0,0.0,6.0,6.0
333,1,1,0,0,0,0,2,2,0.0,0.0,3.5,3.5
334,1,1,0,0,0,0,2,2,0.0,0.0,4.5,4.5
335,1,1,0,0,0,0,2,2,0.0,0.0,5.5,5.5
336,1,1,0,0,0,0,2,2,0.0,0.0,6.5,6.5
337,1,1,0,0,0,0,2,2,0.0,0.0,7.5,7.5
338,1,1,0,0,0,0,2,2,0.0,0.0,8.5,8.5
339,1,1,0,0,0,0,2,2,0.0,0.0,9.5,9.5
340,1,1,0,0,0,0,2,2,0.0,0.0,10.5,10.5
341,1,1,0,0,0,0,2,2,0.0,0.0,11.5,11.5
342,1,1,0,0,0,0,2,2,0.0,0.0,12.5,12.5
343,1,1,0,0,0,0,2,2,0.0,0.0,13.5,13.5
344,1,1,0,0,0,0,2,2,0.0,0.0,14.5,14.5
345,1,1,0,0,0,0,3,3,0.0,0.0,10.333333333333334,10.333333333333334
346,1,1,0,0,0,0,3,3,0.0,0.0,11.333333333333334,11.333333333333334
347,1,1,0,0,0,0,3,3,0.0,0.0,12.333333333333334,12.333333333333334
348,1,1,0,0,0,0,4,4,0.0,0.0,10.0,10.0
349,0,0,1,1,0,0,5,5,0.0,0.0,8.8,8.8
350,0,0,1,1,1,1,5,5,0.0,0.0,5.0,5.0
351,0,0,1,1,2,2,5,5,0.5,0.5,2.4,2.4
352,0,0,1,1,2,2,4,4,1.5,1.5,2.5,2.5
353,0,0,1,1,3,3,4,4,1.6666666666666667,1.6666666666666667,2.25,2.25
354,0,0,1,1,3,3,3,3,2.6666666666666665,2.6666666666666665,2.6666666666666665,2.6666666666666665
355,0,0,1,1,3,3,2,2,3.6666666666666665,3.6666666666666665,3.0,3.0
356,0,0,1,1,3,3,1,1,4.666666666666667,4.666666666666667,3.0,3.0
357,0,0,1,1,4,4,0,0,4.25,4.25,0.0,0.0
358,0,0,1,1,4,4,0,0,5.25,5.25,0.0,0.0
359,0,0,1,1,4,4,0,0,6.25,6.25,0.0,0.0
360,0,0,1,1,4,4,0,0,7.25,7.25,0.0,0.0
361,1,1,0,0,5,5,0,0,6.6,6.6,0.0,0.0
362,1,1,0,0,4,4,0,0,6.5,6.5,0.0,0.0
363,1,1,0,0,4,4,1,1,4.5,4.5,0.0,0.0
364,1,1,0,0,3,3,1,1,3.6666666666666665,3.6666666666666665,1.0,1.0
365,1,1,0,0,3,3,2,2,2.0,2.0,1.0,1.0
366,1,1,0,0,3,3,3,3,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333
367,1,1,0,0,2,2,3,3,1.5,1.5,2.3333333333333335,2.3333333333333335
368,1,1,0,0,2,2,4,4,1.0,1.0,2.5,2.5
369,1,1,0,0,2,2,5,5,0.5,0.5,2.8,2.8
370,1,1,0,0,1,1,5,5,1.0,1.0,3.8,3.8
371,0,0,1,1,1,1,6,6,0.0,0.0,4.0,4.0
372,0,0,1,1,1,1,5,5,1.0,1.0,4.2,4.2
373,0,0,1,1,1,1,4,4,2.0,2.0,4.5,4.5
374,0,0,1,1,1,1,3,3,3.0,3.0,4.666666666666667,4.666666666666667
375,0,0,1,1,1,1,2,2,4.0,4.0,5.0,5.0
376,0,0,1,1,2,2,2,2,2.5,2.5,2.5,2.5
377,0,0,1,1,3,3,1,1,2.3333333333333335,2.3333333333333335,1.0,1.0
378,0,0,1,1,3,3,0,0,3.3333333333333335,3.3333333333333335,0.0,0.0
379,0,0,1,1,3,3,0,0,4.333333333333333,4.333333333333333,0.0,0.0
380,0,0,1,1,3,3,0,0,5.333333333333333,5.333333333333333,0.0,0.0
381,0,0,1,1,3,3,0,0,6.333333333333333,6.333333333333333,0.0,0.0
382,0,0,1,1,3,3,0,0,7.333333333333333,7.333333333333333,0.0,0.0
383,0,0,1,1,4,4,0,0,6.25,6.25,0.0,0.0
384,0,0,1,1,4,4,0,0,7.25,7.25,0.0,0.0
385,0,0,1,1,4,4,0,0,8.25,8.25,0.0,0.0
386,0,0,1,1,4,4,0,0,9.25,9.25,0.0,0.0
