total_traffic_ops,north_light,south_light,east_light,west_light,north_queue_size,south_queue_size,east_queue_size,west_queue_size
761,1,1,0,0,5,6,0,0
762,1,1,0,0,5,6,1,0
763,1,1,0,0,5,5,2,0
764,1,1,0,0,4,5,2,0
765,1,1,0,0,4,5,2,1
766,1,1,0,0,3,5,2,1
767,1,1,0,0,3,5,3,1
768,1,1,0,0,3,5,3,1
769,1,1,0,0,2,5,3,1
770,1,1,0,0,1,5,3,2
771,1,1,0,0,1,5,3,2
772,1,1,0,0,0,5,3,2
773,1,1,0,0,1,5,3,2
774,1,1,0,0,1,5,3,2
775,1,1,0,0,0,4,3,2
776,1,1,0,0,0,3,3,2
777,1,1,0,0,1,3,3,2
778,1,1,0,0,1,3,3,2
779,1,1,0,0,1,2,3,2
780,1,1,0,0,0,1,3,2
781,1,1,0,0,1,1,4,2
782,1,1,0,0,1,1,5,2
783,1,1,0,0,1,1,5,2
784,1,1,0,0,1,1,5,2
785,1,1,0,0,1,0,5,2
786,1,1,0,0,0,0,5,2
787,1,1,0,0,1,0,5,2
788,1,1,0,0,0,1,5,3
789,1,1,0,0,1,1,6,3
790,1,1,0,0,0,0,6,3
791,1,1,0,0,0,1,6,3
792,1,1,0,0,1,1,6,4
793,1,1,0,0,1,1,6,4
794,1,1,0,0,1,0,6,5
795,1,1,0,0,1,0,6,5
796,1,1,0,0,1,0,6,5
797,1,1,0,0,1,1,6,5
798,1,1,0,0,1,0,6,5
799,1,1,0,0,1,0,6,5
800,0,0,1,1,0,1,7,5
