total_traffic_ops,north_light,south_light,east_light,west_light,north_queue_size,south_queue_size,east_queue_size,west_queue_size
192,1,1,0,0,3,10,8,15
193,1,1,0,0,3,10,8,15
194,0,0,1,1,3,9,8,16
195,0,0,1,1,3,10,7,16
196,0,0,1,1,4,11,7,16
197,0,0,1,1,4,11,7,15
198,0,0,1,1,4,11,7,15
199,0,0,1,1,4,11,6,14
200,0,0,1,1,5,11,6,13
201,0,0,1,1,5,12,6,12
202,0,0,1,1,6,13,5,12
203,0,0,1,1,7,14,5,12
204,0,0,1,1,7,14,5,12
205,0,0,1,1,8,14,5,11
206,0,0,1,1,8,15,5,10
207,0,0,1,1,8,15,4,9
208,1,1,0,0,9,16,4,9
209,1,1,0,0,8,15,5,10
210,1,1,0,0,7,14,5,11
211,1,1,0,0,7,14,5,11
212,1,1,0,0,6,13,5,12
213,1,1,0,0,5,12,5,12
214,1,1,0,0,4,11,5,12
215,1,1,0,0,4,10,5,13
216,1,1,0,0,3,9,5,13
217,1,1,0,0,2,9,6,13
218,0,0,1,1,1,8,7,14
219,0,0,1,1,2,9,7,14
220,0,0,1,1,2,10,7,13
221,0,0,1,1,3,10,7,13
222,0,0,1,1,3,10,7,13
223,0,0,1,1,4,11,6,13
224,0,0,1,1,5,12,6,13
225,0,0,1,1,6,13,5,12
226,0,0,1,1,6,13,4,11
227,0,0,1,1,6,13,3,10
228,0,0,1,1,7,14,2,9
229,1,1,0,0,8,14,2,8
230,1,1,0,0,7,13,2,8
231,1,1,0,0,6,12,2,8
232,1,1,0,0,5,12,2,9
233,1,1,0,0,4,11,2,10
234,1,1,0,0,4,10,3,11
235,1,1,0,0,3,9,3,12
236,1,1,0,0,2,8,4,13
237,1,1,0,0,1,7,5,13
238,0,0,1,1,0,7,5,14
239,0,0,1,1,0,8,4,13
240,0,0,1,1,1,9,4,12
241,0,0,1,1,1,9,4,11
242,0,0,1,1,1,10,4,11
243,0,0,1,1,2,11,4,10
244,0,0,1,1,3,11,3,9
245,0,0,1,1,3,11,3,8
246,0,0,1,1,4,12,3,8
247,0,0,1,1,4,12,2,8
248,0,0,1,1,4,12,1,8
249,0,0,1,1,5,12,0,8
250,0,0,1,1,5,12,1,8
251,0,0,1,1,6,13,1,8
252,1,1,0,0,7,13,0,8
253,1,1,0,0,6,13,1,8
254,1,1,0,0,5,12,1,9
255,1,1,0,0,5,11,1,9
256,1,1,0,0,5,11,2,9
257,1,1,0,0,5,11,2,10
258,1,1,0,0,5,11,3,11
259,1,1,0,0,5,10,4,11
260,1,1,0,0,4,9,4,12
261,1,1,0,0,4,9,4,13
262,1,1,0,0,3,8,4,13
263,1,1,0,0,2,8,4,14
264,0,0,1,1,1,8,5,15
265,0,0,1,1,1,9,5,14
266,0,0,1,1,1,10,5,14
267,0,0,1,1,1,11,4,14
268,0,0,1,1,1,11,4,13
269,0,0,1,1,2,12,4,13
270,0,0,1,1,3,13,3,12
271,0,0,1,1,4,13,2,12
272,0,0,1,1,4,14,1,12
273,0,0,1,1,4,15,1,11
274,0,0,1,1,5,15,1,11
275,0,0,1,1,6,15,1,10
276,1,1,0,0,6,16,0,10
277,1,1,0,0,6,16,0,10
278,1,1,0,0,5,15,0,10
279,1,1,0,0,5,15,1,10
280,1,1,0,0,4,14,2,11
281,1,1,0,0,3,13,3,11
282,1,1,0,0,3,13,4,12
283,1,1,0,0,3,12,5,13
284,1,1,0,0,2,12,5,13
285,1,1,0,0,2,12,5,13
286,1,1,0,0,2,12,5,13
287,1,1,0,0,2,12,6,14
288,1,1,0,0,2,11,6,15
289,1,1,0,0,2,10,6,16
290,0,0,1,1,1,10,7,16
291,0,0,1,1,2,11,7,15
292,0,0,1,1,2,11,6,14
293,0,0,1,1,3,12,6,14
294,0,0,1,1,4,12,6,13
295,0,0,1,1,4,12,5,12
296,0,0,1,1,4,13,5,11
297,0,0,1,1,5,14,4,10
298,0,0,1,1,5,14,4,10
299,0,0,1,1,5,14,3,9
300,0,0,1,1,6,15,3,8
301,1,1,0,0,7,16,2,7
302,1,1,0,0,6,16,2,8
303,1,1,0,0,5,16,2,8
304,1,1,0,0,4,15,2,9
305,1,1,0,0,4,14,3,9
306,1,1,0,0,3,13,3,10
307,1,1,0,0,3,12,3,10
308,1,1,0,0,3,12,3,11
309,1,1,0,0,3,12,4,11
310,1,1,0,0,2,12,4,11
311,1,1,0,0,2,12,5,11
312,1,1,0,0,2,12,6,11
313,1,1,0,0,1,12,7,12
314,1,1,0,0,0,11,8,13
315,1,1,0,0,1,11,8,13
316,0,0,1,1,1,10,9,13
317,0,0,1,1,1,10,8,12
318,0,0,1,1,1,11,7,12
319,0,0,1,1,1,11,6,12
320,0,0,1,1,2,12,5,11
321,0,0,1,1,3,12,4,11
322,0,0,1,1,3,13,4,11
323,0,0,1,1,4,14,4,11
324,0,0,1,1,4,15,4,11
325,0,0,1,1,5,15,3,10
326,0,0,1,1,6,15,3,9
327,1,1,0,0,6,16,2,9
328,1,1,0,0,5,16,2,9
329,1,1,0,0,5,16,2,10
330,1,1,0,0,4,15,2,10
331,1,1,0,0,3,14,2,10
332,1,1,0,0,2,13,2,10
333,1,1,0,0,2,12,3,11
334,1,1,0,0,2,11,3,11
335,1,1,0,0,1,11,3,11
336,1,1,0,0,0,10,4,11
337,1,1,0,0,0,10,4,11
338,1,1,0,0,0,10,4,11
339,1,1,0,0,0,10,4,11
340,1,1,0,0,1,10,4,12
341,1,1,0,0,1,10,5,12
342,1,1,0,0,0,9,5,12
343,1,1,0,0,0,8,5,13
344,0,0,1,1,0,8,6,13
345,0,0,1,1,1,8,6,13
346,0,0,1,1,1,8,5,12
347,0,0,1,1,2,9,5,12
348,0,0,1,1,2,9,5,12
349,0,0,1,1,3,10,4,12
350,0,0,1,1,4,11,3,12
351,0,0,1,1,4,11,2,12
352,0,0,1,1,5,12,2,12
353,0,0,1,1,5,13,2,12
354,0,0,1,1,5,14,1,12
355,0,0,1,1,5,15,0,12
356,0,0,1,1,6,15,1,12
357,0,0,1,1,6,15,0,12
358,0,0,1,1,6,15,1,11
359,0,0,1,1,7,15,1,11
360,1,1,0,0,7,16,1,11
361,1,1,0,0,6,15,1,12
362,1,1,0,0,5,15,2,13
363,1,1,0,0,5,15,2,13
364,1,1,0,0,4,14,2,14
365,1,1,0,0,3,14,3,15
366,1,1,0,0,3,13,4,16
367,1,1,0,0,2,13,5,16
368,1,1,0,0,2,13,6,17
369,0,0,1,1,1,12,6,18
370,0,0,1,1,1,12,6,17
371,0,0,1,1,1,13,6,17
372,0,0,1,1,2,14,6,16
373,0,0,1,1,3,15,5,16
374,0,0,1,1,3,16,5,15
375,0,0,1,1,4,16,4,15
376,0,0,1,1,4,17,4,14
377,0,0,1,1,5,18,4,13
378,0,0,1,1,6,18,4,12
379,1,1,0,0,6,19,3,11
380,1,1,0,0,5,18,4,11
381,1,1,0,0,5,17,4,12
382,1,1,0,0,4,17,5,12
383,1,1,0,0,4,17,5,13
384,1,1,0,0,3,16,5,13
385,1,1,0,0,2,15,6,13
386,1,1,0,0,1,14,6,13
387,1,1,0,0,1,14,7,13
388,1,1,0,0,0,14,8,13
389,1,1,0,0,0,13,8,14
390,0,0,1,1,1,12,9,15
391,0,0,1,1,2,13,8,14
392,0,0,1,1,2,14,7,13
393,0,0,1,1,3,14,6,13
394,0,0,1,1,3,14,5,13
395,0,0,1,1,4,15,4,12
396,0,0,1,1,4,16,4,12
397,0,0,1,1,4,16,4,12
398,0,0,1,1,4,16,3,11
399,0,0,1,1,5,16,2,10
400,1,1,0,0,5,17,1,9
401,1,1,0,0,5,16,2,9
402,1,1,0,0,5,15,2,10
403,1,1,0,0,4,15,2,11
404,1,1,0,0,3,15,3,12
405,1,1,0,0,2,15,3,13
406,1,1,0,0,2,15,3,14
407,1,1,0,0,2,15,3,14
408,1,1,0,0,2,14,4,14
409,1,1,0,0,1,13,4,14
410,1,1,0,0,0,12,5,15
411,1,1,0,0,1,11,6,16
412,0,0,1,1,0,11,7,17
413,0,0,1,1,0,12,7,17
414,0,0,1,1,1,13,7,17
415,0,0,1,1,2,14,6,16
416,0,0,1,1,3,14,5,15
417,0,0,1,1,3,14,4,15
418,0,0,1,1,3,14,3,14
419,0,0,1,1,3,14,2,14
420,0,0,1,1,4,15,1,13
421,0,0,1,1,4,15,1,12
422,0,0,1,1,5,15,0,12
423,0,0,1,1,5,16,0,12
424,1,1,0,0,6,16,0,11
425,1,1,0,0,5,15,1,11
426,1,1,0,0,5,15,1,11
427,1,1,0,0,5,15,1,11
428,1,1,0,0,5,15,1,12
429,1,1,0,0,4,14,2,13
430,1,1,0,0,4,14,2,13
431,1,1,0,0,4,14,2,13
432,1,1,0,0,4,14,2,14
433,1,1,0,0,4,14,2,15
434,1,1,0,0,3,13,3,16
435,1,1,0,0,3,12,3,17
436,1,1,0,0,2,12,3,18
437,1,1,0,0,1,11,4,18
438,0,0,1,1,0,10,4,18
439,0,0,1,1,1,11,3,17
440,0,0,1,1,2,11,3,17
441,0,0,1,1,2,11,3,17
442,0,0,1,1,3,12,3,16
443,0,0,1,1,4,12,2,16
444,0,0,1,1,4,12,2,15
445,0,0,1,1,5,13,2,15
446,0,0,1,1,5,13,1,15
447,0,0,1,1,5,14,1,15
448,0,0,1,1,6,15,1,14
449,0,0,1,1,6,16,0,14
450,0,0,1,1,7,17,1,13
451,1,1,0,0,7,18,1,12
452,1,1,0,0,6,18,1,13
453,1,1,0,0,6,18,2,14
454,1,1,0,0,6,18,2,15
455,1,1,0,0,5,18,2,15
456,1,1,0,0,4,17,2,15
457,1,1,0,0,4,16,3,15
458,1,1,0,0,4,15,4,15
459,1,1,0,0,4,14,5,16
460,1,1,0,0,4,13,6,17
461,1,1,0,0,4,13,6,18
462,1,1,0,0,4,13,7,18
463,1,1,0,0,4,12,8,18
464,0,0,1,1,3,12,8,19
465,0,0,1,1,3,13,7,19
466,0,0,1,1,3,14,7,18
467,0,0,1,1,4,15,7,17
468,0,0,1,1,5,15,7,16
469,0,0,1,1,5,16,6,15
470,0,0,1,1,5,17,6,14
471,0,0,1,1,6,18,6,14
472,0,0,1,1,7,19,5,14
473,0,0,1,1,8,19,5,14
474,0,0,1,1,9,20,5,14
475,1,1,0,0,9,20,5,13
476,1,1,0,0,8,19,5,13
477,1,1,0,0,7,18,5,13
478,1,1,0,0,7,18,5,13
479,1,1,0,0,7,18,5,13
480,1,1,0,0,7,17,6,13
481,1,1,0,0,7,16,6,13
482,1,1,0,0,7,15,7,13
483,1,1,0,0,6,15,8,14
484,1,1,0,0,6,14,9,15
485,1,1,0,0,6,14,10,15
486,1,1,0,0,6,13,10,15
487,1,1,0,0,6,13,10,16
488,1,1,0,0,6,13,10,17
489,0,0,1,1,5,13,11,18
490,0,0,1,1,5,14,10,17
491,0,0,1,1,5,15,10,17
492,0,0,1,1,6,15,9,16
493,0,0,1,1,6,15,8,15
494,0,0,1,1,6,15,8,14
495,0,0,1,1,6,16,7,13
496,0,0,1,1,7,17,7,12
497,0,0,1,1,7,18,7,11
498,0,0,1,1,7,18,6,11
499,0,0,1,1,7,18,5,10
500,1,1,0,0,8,19,4,10
501,1,1,0,0,7,19,5,11
502,1,1,0,0,7,19,5,12
503,1,1,0,0,7,19,5,13
504,1,1,0,0,6,19,6,14
505,1,1,0,0,5,19,7,15
506,1,1,0,0,4,19,7,16
507,1,1,0,0,3,18,7,16
508,1,1,0,0,2,17,8,16
509,1,1,0,0,1,16,8,16
510,1,1,0,0,1,16,8,16
511,1,1,0,0,1,16,8,17
512,1,1,0,0,1,15,8,18
513,0,0,1,1,1,14,9,18
514,0,0,1,1,1,15,9,18
515,0,0,1,1,2,16,9,18
516,0,0,1,1,3,16,8,18
517,0,0,1,1,4,16,8,17
518,0,0,1,1,5,16,7,17
519,0,0,1,1,6,17,6,17
520,0,0,1,1,7,18,6,17
521,0,0,1,1,8,18,6,16
522,0,0,1,1,9,19,5,16
523,0,0,1,1,10,20,4,16
524,1,1,0,0,10,21,3,16
525,1,1,0,0,9,21,4,17
526,1,1,0,0,8,20,4,17
527,1,1,0,0,8,19,4,18
528,1,1,0,0,7,19,5,18
529,1,1,0,0,7,19,5,19
530,1,1,0,0,6,19,6,20
531,1,1,0,0,5,18,6,21
532,1,1,0,0,4,18,6,21
533,1,1,0,0,4,18,6,22
534,1,1,0,0,4,18,7,22
535,1,1,0,0,4,17,7,22
536,1,1,0,0,4,16,7,22
537,0,0,1,1,3,15,8,23
538,0,0,1,1,4,16,8,22
539,0,0,1,1,5,16,7,22
540,0,0,1,1,6,17,7,21
541,0,0,1,1,7,18,7,20
542,0,0,1,1,8,18,6,19
543,0,0,1,1,9,18,6,18
544,0,0,1,1,10,18,6,18
545,0,0,1,1,10,18,5,18
546,0,0,1,1,10,19,4,17
547,1,1,0,0,11,20,3,17
548,1,1,0,0,10,20,3,17
549,1,1,0,0,10,19,3,17
550,1,1,0,0,9,18,3,18
551,1,1,0,0,8,17,4,19
552,1,1,0,0,8,16,5,19
553,1,1,0,0,8,15,5,20
554,1,1,0,0,7,14,6,21
555,1,1,0,0,6,14,6,21
556,0,0,1,1,5,13,7,22
557,0,0,1,1,6,13,6,22
558,0,0,1,1,6,13,5,21
559,0,0,1,1,7,13,5,20
560,0,0,1,1,7,14,4,20
561,0,0,1,1,7,14,4,20
562,0,0,1,1,8,15,3,20
563,0,0,1,1,9,15,3,19
564,0,0,1,1,10,15,3,18
565,0,0,1,1,11,16,2,17
566,0,0,1,1,11,16,2,17
567,0,0,1,1,12,16,1,17
568,1,1,0,0,12,17,0,17
569,1,1,0,0,11,16,1,17
570,1,1,0,0,10,15,1,18
571,1,1,0,0,10,14,1,19
572,1,1,0,0,9,13,2,19
573,1,1,0,0,8,13,2,19
574,1,1,0,0,7,12,3,19
575,1,1,0,0,6,12,3,19
576,1,1,0,0,5,12,3,20
577,1,1,0,0,4,11,3,21
578,0,0,1,1,4,10,3,22
579,0,0,1,1,5,11,3,22
580,0,0,1,1,5,12,3,22
581,0,0,1,1,6,12,3,22
582,0,0,1,1,6,13,3,22
583,0,0,1,1,6,13,3,21
584,0,0,1,1,6,14,2,21
585,0,0,1,1,6,15,1,20
586,0,0,1,1,6,15,1,20
587,0,0,1,1,6,15,0,20
588,0,0,1,1,7,15,1,20
589,0,0,1,1,8,15,1,20
590,0,0,1,1,9,16,1,20
591,0,0,1,1,9,16,0,19
592,0,0,1,1,9,17,1,19
593,0,0,1,1,10,18,0,19
594,0,0,1,1,10,18,0,18
595,1,1,0,0,11,18,0,18
596,1,1,0,0,10,17,0,18
597,1,1,0,0,9,17,0,19
598,1,1,0,0,8,16,0,20
599,1,1,0,0,8,15,1,21
600,1,1,0,0,8,14,2,21
601,1,1,0,0,7,13,2,21
602,1,1,0,0,7,13,3,21
603,1,1,0,0,6,13,3,21
604,1,1,0,0,5,12,3,22
605,1,1,0,0,5,11,3,23
606,0,0,1,1,4,10,4,24
607,0,0,1,1,5,10,4,23
608,0,0,1,1,6,10,4,23
609,0,0,1,1,7,11,4,23
610,0,0,1,1,8,11,4,23
611,0,0,1,1,9,11,3,22
612,0,0,1,1,10,12,2,22
613,0,0,1,1,11,13,1,21
614,0,0,1,1,12,14,1,20
615,0,0,1,1,12,14,1,20
616,0,0,1,1,12,15,0,19
617,0,0,1,1,13,15,0,19
618,0,0,1,1,13,15,1,18
619,1,1,0,0,14,15,1,17
620,1,1,0,0,14,14,1,18
621,1,1,0,0,14,13,2,18
622,1,1,0,0,13,12,3,19
623,1,1,0,0,12,12,4,19
624,1,1,0,0,12,12,4,20
625,1,1,0,0,12,12,4,20
626,1,1,0,0,11,12,4,21
627,1,1,0,0,10,11,4,22
628,1,1,0,0,10,11,4,23
629,1,1,0,0,9,10,5,23
630,0,0,1,1,8,10,6,23
631,0,0,1,1,8,10,6,23
632,0,0,1,1,8,10,6,23
633,0,0,1,1,8,11,6,22
634,0,0,1,1,8,12,5,22
635,0,0,1,1,8,13,4,22
636,0,0,1,1,8,14,4,22
637,0,0,1,1,9,15,3,22
638,0,0,1,1,10,15,2,21
639,0,0,1,1,10,15,2,21
640,0,0,1,1,11,16,1,21
641,0,0,1,1,12,17,1,21
642,0,0,1,1,13,17,0,20
643,1,1,0,0,14,18,0,19
644,1,1,0,0,14,17,1,20
645,1,1,0,0,13,17,1,21
646,1,1,0,0,13,17,1,21
647,1,1,0,0,12,17,2,22
648,1,1,0,0,11,16,2,22
649,1,1,0,0,11,15,2,23
650,1,1,0,0,11,15,3,23
651,1,1,0,0,11,15,3,24
652,1,1,0,0,10,15,4,24
653,1,1,0,0,10,15,5,24
654,1,1,0,0,9,15,5,25
655,1,1,0,0,8,15,6,26
656,0,0,1,1,8,14,7,27
657,0,0,1,1,8,14,7,27
658,0,0,1,1,8,14,7,26
659,0,0,1,1,9,15,7,26
660,0,0,1,1,9,16,7,25
661,0,0,1,1,10,16,6,24
662,0,0,1,1,10,16,6,24
663,0,0,1,1,10,17,6,23
664,0,0,1,1,11,17,6,23
665,0,0,1,1,11,17,6,23
666,0,0,1,1,11,18,6,23
667,0,0,1,1,12,18,5,23
668,0,0,1,1,13,19,5,22
669,0,0,1,1,14,20,4,21
670,1,1,0,0,15,20,4,20
671,1,1,0,0,14,20,4,21
672,1,1,0,0,13,20,5,22
673,1,1,0,0,12,20,5,23
674,1,1,0,0,12,19,5,24
675,1,1,0,0,11,19,6,24
676,1,1,0,0,11,19,6,25
677,1,1,0,0,10,18,6,26
678,1,1,0,0,10,17,6,26
679,1,1,0,0,10,17,7,26
680,1,1,0,0,10,17,7,27
681,1,1,0,0,9,16,8,27
682,0,0,1,1,9,15,9,28
683,0,0,1,1,9,16,9,28
684,0,0,1,1,9,16,9,27
685,0,0,1,1,9,16,9,27
686,0,0,1,1,10,17,9,26
687,0,0,1,1,11,17,8,26
688,0,0,1,1,11,17,7,25
689,0,0,1,1,11,17,7,25
690,0,0,1,1,12,18,6,24
691,0,0,1,1,12,18,5,23
692,0,0,1,1,12,19,4,23
693,0,0,1,1,12,20,3,23
694,0,0,1,1,12,20,3,23
695,0,0,1,1,12,20,3,23
696,0,0,1,1,12,20,3,22
697,0,0,1,1,12,21,2,21
698,1,1,0,0,12,21,2,20
699,1,1,0,0,11,20,2,21
700,1,1,0,0,10,20,3,22
701,1,1,0,0,9,20,4,23
702,1,1,0,0,9,20,5,23
703,1,1,0,0,8,20,5,24
704,1,1,0,0,8,19,5,25
705,1,1,0,0,8,18,6,26
706,1,1,0,0,7,17,7,26
707,0,0,1,1,7,16,8,26
708,0,0,1,1,7,16,7,26
709,0,0,1,1,7,17,6,26
710,0,0,1,1,7,18,5,26
711,0,0,1,1,8,19,5,26
712,0,0,1,1,8,19,4,26
713,0,0,1,1,8,20,3,26
714,0,0,1,1,9,20,3,26
715,0,0,1,1,10,20,3,25
716,0,0,1,1,10,20,3,24
717,0,0,1,1,10,21,2,23
718,0,0,1,1,10,21,1,23
719,0,0,1,1,11,21,1,22
720,1,1,0,0,12,22,1,21
721,1,1,0,0,12,22,2,22
722,1,1,0,0,11,22,3,23
723,1,1,0,0,11,21,3,24
724,1,1,0,0,11,21,4,24
725,1,1,0,0,11,20,4,25
726,1,1,0,0,11,20,5,26
727,1,1,0,0,10,20,6,27
728,1,1,0,0,10,19,7,28
729,1,1,0,0,9,18,7,29
730,0,0,1,1,9,18,8,30
731,0,0,1,1,10,19,8,30
732,0,0,1,1,10,20,7,30
733,0,0,1,1,11,21,7,29
734,0,0,1,1,11,22,7,29
735,0,0,1,1,12,22,6,28
736,0,0,1,1,12,23,5,28
737,0,0,1,1,12,23,4,27
738,0,0,1,1,12,24,3,27
739,0,0,1,1,13,24,2,27
740,1,1,0,0,14,25,1,27
741,1,1,0,0,13,24,2,27
742,1,1,0,0,12,23,2,28
743,1,1,0,0,12,22,3,28
744,1,1,0,0,12,21,3,29
745,1,1,0,0,12,20,3,29
746,1,1,0,0,11,20,3,29
747,1,1,0,0,10,19,4,29
748,1,1,0,0,10,18,5,30
749,1,1,0,0,9,17,6,30
750,0,0,1,1,8,16,7,30
751,0,0,1,1,9,17,7,29
752,0,0,1,1,10,17,7,29
753,0,0,1,1,11,17,7,28
754,0,0,1,1,12,18,7,28
755,0,0,1,1,12,18,7,28
756,0,0,1,1,13,18,7,27
757,0,0,1,1,13,19,6,26
758,0,0,1,1,13,20,6,25
759,0,0,1,1,13,20,5,25
760,0,0,1,1,13,21,5,25
761,0,0,1,1,13,22,5,25
762,0,0,1,1,13,22,4,25
763,0,0,1,1,13,23,3,25
764,0,0,1,1,13,24,2,25
765,1,1,0,0,13,24,1,25
766,1,1,0,0,13,24,2,26
767,1,1,0,0,13,23,2,27
768,1,1,0,0,13,22,2,27
769,1,1,0,0,12,22,3,27
770,1,1,0,0,11,22,4,27
771,1,1,0,0,10,21,5,28
